user,department,role,business_unit,login_count,logoff_count,night_login_count,weekend_login_count,unique_pc_count,night_login_ratio,weekend_login_ratio,pc_switching_frequency,usb_connect_count,usb_disconnect_count,usb_total_activity,usb_connect_ratio,file_copy_count,avg_daily_file_copy,max_daily_file_copy,email_sent_count,external_email_count,avg_attachment_count,avg_email_size,external_email_ratio,website_visit_count,unique_domain_count,avg_daily_web_activity,O,C,E,A,N,threat_label
GCL0016,1 - Personnel,AdministrativeAssistant,1,719,406,0,77,3,0.0,0.1071,0.0042,267,133,400,0.6675,199,3.21,10,4126,1993,0.5,30083.88,0.483,44232,158,114.0,45.0,32.0,20.0,24.0,34.0,0
GCR0554,1 - Research,Physicist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3008,1225,0.44,29740.16,0.4072,32870,97,95.0,16.0,16.0,41.0,23.0,37.0,0
GCS0518,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1001,475,0.0,30078.75,0.4745,10034,130,29.0,41.0,36.0,23.0,38.0,21.0,0
GCS0571,3 - Assembly,ProductionLineWorker,1,629,359,0,0,2,0.0,0.0,0.0032,275,137,412,0.6675,564,5.27,12,332,138,0.2,30165.7,0.4157,3460,59,10.0,22.0,18.0,16.0,23.0,32.0,0
GDF0704,3 - Assembly,ProductionLineWorker,1,643,369,0,0,3,0.0,0.0,0.0047,0,0,0,0.0,0,0.0,0,338,140,0.72,30524.96,0.4142,3460,73,10.0,25.0,13.0,21.0,29.0,36.0,0
GHH0288,3 - Assembly,ProductionLineWorker,1,404,404,7,2,3,0.0173,0.005,0.0074,1428,712,2140,0.6673,1563,5.23,12,336,141,0.65,30564.61,0.4196,3460,56,10.0,12.0,36.0,40.0,36.0,30.0,0
GHL0460,3 - Assembly,ProductionLineWorker,1,232,232,2,0,1,0.0086,0.0,0.0043,22,11,33,0.6667,41,20.5,22,217,110,0.52,28555.87,0.5069,2291,109,10.0,21.0,37.0,24.0,17.0,35.0,1
GJD0298,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,339,184,0.88,31034.72,0.5428,3460,142,10.0,43.0,39.0,12.0,40.0,27.0,0
GJT0386,1 - Research,Mathematician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2998,1509,0.17,29662.53,0.5033,32870,180,95.0,24.0,13.0,49.0,34.0,26.0,0
GKO0078,3 - Engineering,ChiefEngineer,1,744,473,0,0,3,0.0,0.0,0.004,723,360,1083,0.6676,942,4.4,12,6000,2819,0.69,29829.49,0.4698,65550,182,190.0,44.0,46.0,21.0,24.0,29.0,0
GLR0975,1 - Personnel,HumanResourceSpecialist,1,611,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3687,1454,0.8,30030.49,0.3944,39444,124,114.0,33.0,44.0,26.0,24.0,24.0,0
GMF0738,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5036,2366,0.0,30129.49,0.4698,56052,145,162.0,30.0,40.0,45.0,20.0,18.0,0
GNS0178,3 - FieldService,FieldServiceEngineer,1,676,402,26,2,2,0.0385,0.003,0.003,303,151,454,0.6674,3049,25.41,27,2947,1675,0.65,29987.57,0.5684,32870,157,95.0,30.0,17.0,42.0,26.0,33.0,0
GNZ0953,3 - Assembly,ProductionLineWorker,1,616,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,334,184,0.84,29780.51,0.5509,3460,128,10.0,26.0,18.0,26.0,36.0,29.0,0
GOK0238,2 - SoftwareManagement,ComputerScientist,1,241,241,0,0,1,0.0,0.0,0.0041,0,0,0,0.0,0,0.0,0,2104,1048,0.0,30257.28,0.4981,22895,182,95.0,33.0,43.0,27.0,40.0,33.0,0
GQF0659,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1002,456,0.2,30190.43,0.4551,10034,119,29.0,40.0,16.0,30.0,29.0,28.0,0
GQP0743,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4978,2975,0.7,29937.0,0.5976,56052,229,162.0,47.0,39.0,19.0,39.0,25.0,0
GRC0145,Unknown,AdministrativeAssistant,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3624,1837,0.73,29922.64,0.5069,39444,173,114.0,30.0,43.0,24.0,46.0,27.0,0
GRM0868,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5078,2401,0.0,30044.56,0.4728,56052,156,162.0,21.0,25.0,20.0,13.0,28.0,0
GTD0116,1 - IndustrialEngineering,Manager,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4699,1602,0.2,30078.72,0.3409,49478,118,143.0,43.0,19.0,45.0,20.0,31.0,0
GTD0219,6 - Security,ITAdmin,1,490,490,235,0,306,0.4796,0.0,0.6245,957,478,1435,0.6669,1281,11.54,33,1262,774,0.56,30380.01,0.6133,13442,210,113.92,40.0,40.0,19.0,30.0,33.0,1
GTD0898,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1003,549,0.0,30146.31,0.5474,10034,143,29.0,23.0,23.0,39.0,15.0,29.0,0
GZB0469,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,334,115,0.42,30556.9,0.3443,3450,75,10.0,46.0,39.0,22.0,45.0,28.0,0
GZC0735,2 - Sales,Salesman,1,811,495,0,90,2,0.0,0.111,0.0025,792,395,1187,0.6672,304,2.49,7,5847,2131,0.6,30169.39,0.3645,61047,137,153.0,44.0,16.0,15.0,27.0,25.0,0
HAC0282,3 - Engineering,ElectricalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2989,1096,0.42,30218.04,0.3667,32870,114,95.0,37.0,32.0,38.0,12.0,28.0,0
HAD0246,3 - Engineering,MechanicalEngineer,1,1047,656,76,311,2,0.0726,0.297,0.0019,424,210,634,0.6688,315,3.09,9,4820,1873,0.58,29954.09,0.3886,46740,115,95.0,44.0,39.0,32.0,45.0,38.0,0
HAH0248,3 - Engineering,MechanicalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2985,1113,0.4,30231.27,0.3729,32775,111,95.0,33.0,43.0,22.0,18.0,29.0,0
HAH0760,3 - FieldService,Technician,1,611,346,0,0,1,0.0,0.0,0.0016,1342,665,2007,0.6687,1900,6.11,14,998,404,0.61,29578.75,0.4048,10034,84,29.0,34.0,17.0,22.0,37.0,30.0,0
HAM0985,3 - Training,TechnicalTrainer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3050,1667,0.43,29835.74,0.5466,32870,191,95.0,20.0,17.0,29.0,16.0,20.0,0
HAV0121,1 - IndustrialEngineering,IndustrialEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3056,1513,0.0,30081.69,0.4951,32775,202,95.0,46.0,43.0,38.0,37.0,27.0,0
HBB0056,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2989,1563,0.37,30184.34,0.5229,32870,207,95.0,37.0,33.0,30.0,21.0,27.0,0
HBO0413,3 - Engineering,SystemsEngineer,1,323,323,0,0,1,0.0,0.0,0.0031,1408,699,2107,0.6682,691,3.21,10,2840,1693,0.0,29754.79,0.5961,30812,251,95.39,41.0,35.0,18.0,15.0,18.0,1
HCC0344,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1000,474,0.7,30351.19,0.474,10034,132,29.0,25.0,11.0,41.0,26.0,22.0,0
HCL0113,3 - Engineering,TestEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3039,1504,0.33,30244.93,0.4949,32870,156,95.0,43.0,22.0,40.0,39.0,34.0,0
HCL0651,3 - FieldService,Technician,1,644,372,1,0,2,0.0016,0.0,0.0031,1320,658,1978,0.6673,723,3.29,11,1017,623,0.54,29671.65,0.6126,10034,206,29.0,21.0,19.0,44.0,36.0,33.0,0
HCM0267,3 - Engineering,MaterialsEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,5955,2971,8926,0.6672,8167,23.6,27,3021,1588,0.58,29986.28,0.5257,31140,117,90.0,36.0,45.0,39.0,20.0,32.0,0
HCS0003,Unknown,VicePresident,1,346,346,0,0,1,0.0,0.0,0.0029,2006,999,3005,0.6676,3045,8.98,17,9097,5632,0.81,30208.92,0.6191,98610,266,285.0,35.0,28.0,14.0,15.0,30.0,0
HCV0478,2 - Sales,Salesman,1,611,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,5036,2204,0.55,29858.11,0.4376,56052,174,162.0,46.0,36.0,18.0,12.0,24.0,0
HCW0419,3 - Engineering,HardwareEngineer,1,619,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3054,1187,0.71,30204.79,0.3887,32870,102,95.0,40.0,21.0,35.0,34.0,35.0,0
HDD0789,2 - Sales,Manager,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4727,1771,0.35,30141.88,0.3747,49478,135,143.0,44.0,39.0,30.0,10.0,29.0,0
HDD0806,2 - SoftwareManagement,SoftwareEngineer,1,903,525,2,226,26,0.0022,0.2503,0.0288,0,0,0,0.0,0,0.0,0,4143,2117,0.18,30197.75,0.511,44840,178,95.0,47.0,28.0,36.0,19.0,38.0,0
HDH0928,1 - Research,Mathematician,1,346,346,0,0,1,0.0,0.0,0.0029,1377,686,2063,0.6675,1577,5.2,14,3043,1182,0.79,30088.23,0.3884,32870,109,95.0,40.0,36.0,20.0,40.0,26.0,0
HDJ0446,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,127,0.51,29251.64,0.3769,3460,90,10.0,18.0,17.0,45.0,27.0,35.0,0
HDL0748,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5016,2489,0.0,30051.94,0.4962,55890,203,162.0,25.0,13.0,46.0,41.0,25.0,0
HDS0367,6 - Security,ITAdmin,1,1655,1380,667,0,630,0.403,0.0,0.3807,2722,1358,4080,0.6672,3406,10.71,35,3626,1969,0.76,29930.8,0.543,39420,219,113.93,50.0,42.0,16.0,30.0,19.0,0
HFB0347,3 - FieldService,Technician,1,264,264,0,7,1,0.0,0.0265,0.0038,190,94,284,0.669,1716,22.29,27,767,384,0.22,29880.81,0.5007,7656,80,29.0,34.0,20.0,30.0,30.0,27.0,0
HGG0240,2 - SoftwareManagement,ComputerScientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3021,1727,0.37,30037.06,0.5717,32775,229,95.0,20.0,26.0,24.0,36.0,31.0,0
HGH0595,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,160,0.0,30396.19,0.4762,3460,132,10.0,41.0,14.0,22.0,39.0,29.0,0
HGN0287,3 - Engineering,MechanicalEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3371,1283,0.6,29845.32,0.3806,31050,121,90.0,45.0,30.0,18.0,18.0,27.0,0
HIA0414,3 - Engineering,SystemsEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3007,1476,0.43,30156.97,0.4909,32870,170,95.0,38.0,39.0,39.0,18.0,31.0,0
HIW0536,1 - Research,LabManager,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4713,2156,0.17,29986.79,0.4575,49335,135,143.0,39.0,50.0,25.0,24.0,20.0,0
HJA0018,1 - Personnel,HumanResourceSpecialist,1,609,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3712,1536,0.65,29948.26,0.4138,39444,116,114.0,39.0,43.0,47.0,37.0,32.0,0
HJB0742,2 - Sales,Salesman,1,446,263,4,0,2,0.009,0.0,0.0045,12,6,18,0.6667,5,2.5,3,3494,1695,0.5,29763.98,0.4851,40972,148,169.31,41.0,40.0,16.0,21.0,30.0,1
HJS0072,2 - SoftwareManagement,SoftwareEngineer,1,46,27,0,2,3,0.0,0.0435,0.0652,52,26,78,0.6667,82,4.82,11,216,83,0.73,29555.75,0.3843,2375,90,95.0,44.0,42.0,19.0,19.0,31.0,0
HKB0418,3 - Engineering,SystemsEngineer,1,332,332,0,0,1,0.0,0.0,0.003,0,0,0,0.0,0,0.0,0,2922,1202,0.0,30222.44,0.4114,31540,128,95.0,50.0,18.0,13.0,26.0,27.0,0
HKF0831,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,155,0.76,29894.27,0.4613,3460,107,10.0,23.0,42.0,49.0,21.0,24.0,0
HKI0171,2 - Sales,Salesman,1,345,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4971,2879,0.67,29846.28,0.5792,56052,242,162.0,31.0,17.0,30.0,45.0,27.0,0
HKR0628,2 - Sales,Salesman,1,709,448,0,0,3,0.0,0.0,0.0042,0,0,0,0.0,0,0.0,0,4998,2401,0.74,29915.09,0.4804,56052,167,162.0,21.0,16.0,17.0,16.0,25.0,0
HLH0512,3 - FieldService,Technician,1,501,501,0,138,10,0.0,0.2754,0.02,0,0,0,0.0,0,0.0,0,1425,626,0.53,29790.49,0.4393,14268,122,29.0,15.0,42.0,36.0,22.0,32.0,0
HLM0933,2 - SoftwareManagement,SoftwareEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3050,1120,0.38,30113.53,0.3672,32870,120,95.0,36.0,24.0,23.0,43.0,30.0,0
HMM0108,3 - Engineering,MechanicalEngineer,1,120,80,0,0,2,0.0,0.0,0.0167,198,98,296,0.6689,345,6.76,12,540,168,0.57,29448.19,0.3111,5225,83,95.0,33.0,41.0,17.0,43.0,25.0,0
HMW0713,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,335,144,0.4,29434.53,0.4299,3460,62,10.0,38.0,24.0,40.0,36.0,28.0,0
HOB0994,1 - IndustrialEngineering,IndustrialEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2979,1440,0.36,30065.44,0.4834,32870,161,95.0,38.0,39.0,15.0,43.0,33.0,0
HPH0075,3 - Engineering,ChiefEngineer,1,721,404,0,105,1,0.0,0.1456,0.0014,6345,3165,9510,0.6672,9323,23.08,27,7435,3671,0.61,29988.67,0.4937,72720,188,180.0,40.0,42.0,48.0,25.0,28.0,0
HPM0986,3 - Training,InstructionalCoordinator,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4697,2208,0.0,29755.77,0.4701,49478,165,143.0,41.0,36.0,38.0,23.0,24.0,0
HPR0585,3 - Assembly,ProductionLineWorker,1,607,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,336,192,0.66,29794.82,0.5714,3460,129,10.0,34.0,46.0,15.0,46.0,35.0,0
HRB0351,3 - Engineering,ChiefEngineer,1,723,420,0,63,38,0.0,0.0871,0.0526,264,131,395,0.6684,2662,23.77,27,6750,2830,0.21,30073.97,0.4193,72770,107,190.0,19.0,12.0,43.0,42.0,36.0,0
HRD0635,3 - FieldService,Technician,1,212,140,6,0,12,0.0283,0.0,0.0566,0,0,0,0.0,0,0.0,0,269,105,0.8,30413.18,0.3903,2610,46,29.0,24.0,35.0,18.0,32.0,24.0,0
HRL0540,3 - FieldService,FieldServiceEngineer,1,643,371,12,0,2,0.0187,0.0,0.0031,5924,2956,8880,0.6671,1777,5.59,13,2988,1594,0.58,29877.97,0.5335,34400,154,100.0,43.0,38.0,17.0,40.0,18.0,0
HRW0550,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3019,1524,0.39,29924.67,0.5048,32870,110,95.0,38.0,34.0,24.0,22.0,28.0,0
HSB0196,1 - Purchasing,PurchasingClerk,1,494,494,12,123,1,0.0243,0.249,0.002,7595,3790,11385,0.6671,11627,24.48,27,5103,2397,0.55,30010.1,0.4697,57000,124,120.0,44.0,13.0,43.0,30.0,33.0,0
HSD0457,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,161,0.2,30590.58,0.4792,3460,106,10.0,38.0,19.0,20.0,42.0,27.0,0
HSG0818,2 - SoftwareManagement,ComputerProgrammer,1,619,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3038,1299,0.38,30126.6,0.4276,32870,198,95.0,18.0,19.0,48.0,36.0,31.0,0
HSP0290,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,338,177,0.52,30887.54,0.5237,3450,137,10.0,38.0,15.0,28.0,20.0,27.0,0
HTF0641,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1019,545,0.76,29322.39,0.5348,10034,130,29.0,38.0,24.0,18.0,22.0,28.0,0
HTH0007,Unknown,VicePresident,1,613,348,0,0,3,0.0,0.0,0.0049,0,0,0,0.0,0,0.0,0,9116,4386,0.16,30042.04,0.4811,98610,137,285.0,37.0,38.0,41.0,20.0,36.0,0
HVB0037,6 - Security,SecurityGuard,1,403,403,0,52,1,0.0,0.129,0.0025,0,0,0,0.0,0,0.0,0,5454,2843,0.19,29786.52,0.5213,57629,189,143.0,17.0,42.0,41.0,44.0,26.0,0
HVF0067,2 - SoftwareManagement,SoftwareEngineer,1,637,362,0,0,17,0.0,0.0,0.0267,1384,690,2074,0.6673,2023,6.32,15,3058,1453,0.81,30022.3,0.4751,31140,182,90.0,44.0,35.0,22.0,43.0,41.0,0
HWH0646,3 - FieldService,Technician,1,629,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,1014,516,0.79,29905.94,0.5089,10034,98,29.0,17.0,24.0,24.0,21.0,28.0,0
HWM0342,3 - FieldService,Technician,1,365,365,0,0,2,0.0,0.0,0.0055,0,0,0,0.0,0,0.0,0,1019,482,0.23,29930.8,0.473,10034,127,29.0,45.0,44.0,41.0,39.0,34.0,0
HWW0436,3 - Engineering,TestEngineer,1,745,470,12,1,3,0.0161,0.0013,0.004,1317,653,1970,0.6685,1245,4.49,13,3331,1663,0.58,29945.99,0.4992,31050,153,90.0,45.0,37.0,23.0,27.0,33.0,0
HWY0038,6 - Security,ITAdmin,1,449,449,211,0,285,0.4699,0.0,0.6347,0,0,0,0.0,0,0.0,0,1138,680,0.22,30147.52,0.5975,12312,173,114.0,47.0,39.0,40.0,22.0,24.0,0
HXL0968,3 - Assembly,ProductionLineWorker,1,211,211,0,0,1,0.0,0.0,0.0047,932,464,1396,0.6676,477,3.27,11,211,135,0.44,30487.75,0.6398,2225,147,10.6,45.0,21.0,35.0,40.0,34.0,1
IAR0694,2 - SoftwareManagement,ComputerScientist,1,856,539,0,115,3,0.0,0.1343,0.0035,0,0,0,0.0,0,0.0,0,3481,1539,0.7,29904.79,0.4421,38380,144,95.0,12.0,17.0,44.0,40.0,34.0,0
IAT0263,3 - Engineering,MaterialsEngineer,1,186,186,0,0,1,0.0,0.0,0.0054,0,0,0,0.0,0,0.0,0,1762,761,0.57,30401.77,0.4319,17670,94,95.0,28.0,23.0,30.0,30.0,27.0,0
IBB0359,6 - Security,ITAdmin,1,1676,1410,642,1,604,0.3831,0.0006,0.3604,7852,3917,11769,0.6672,3199,9.75,33,3631,1808,0.63,30059.52,0.4979,39444,204,114.0,48.0,33.0,21.0,43.0,38.0,0
IBB0696,3 - Assembly,ProductionLineWorker,1,637,367,0,0,3,0.0,0.0,0.0047,1408,700,2108,0.6679,986,3.96,10,333,161,0.55,30369.28,0.4835,3460,70,10.0,47.0,13.0,36.0,16.0,33.0,0
IBM0671,1 - Research,Physicist,1,619,360,0,0,2,0.0,0.0,0.0032,287,142,429,0.669,802,7.04,17,3342,1813,0.58,30067.56,0.5425,32775,198,95.0,50.0,46.0,38.0,35.0,31.0,0
IBP0883,3 - FieldService,Technician,1,696,425,57,5,1,0.0819,0.0072,0.0014,0,0,0,0.0,0,0.0,0,996,541,0.67,29919.01,0.5432,10380,161,30.0,30.0,25.0,15.0,11.0,17.0,0
IBS0836,3 - Assembly,ProductionLineWorker,1,722,419,23,63,3,0.0319,0.0873,0.0042,774,386,1160,0.6672,624,3.39,9,359,212,0.6,30041.6,0.5905,3402,161,9.0,10.0,44.0,50.0,38.0,27.0,0
ICH0294,3 - Assembly,ProductionLineWorker,1,429,429,0,0,3,0.0,0.0,0.007,1326,660,1986,0.6677,2509,7.87,16,335,191,0.79,30363.48,0.5701,3460,108,10.0,32.0,27.0,20.0,40.0,26.0,0
ICS0956,3 - Assembly,ProductionLineWorker,1,251,251,0,0,1,0.0,0.0,0.004,0,0,0,0.0,0,0.0,0,244,107,0.2,30547.81,0.4385,2510,83,10.0,22.0,20.0,18.0,35.0,26.0,0
IDO0176,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5026,1938,0.0,30095.93,0.3856,56052,113,162.0,34.0,39.0,40.0,24.0,26.0,0
IEB0153,2 - Payroll,Accountant,1,383,383,0,21,2,0.0,0.0548,0.0052,0,0,0,0.0,0,0.0,0,1806,1072,0.62,30034.15,0.5936,17856,173,48.0,44.0,25.0,39.0,24.0,36.0,0
IHK0841,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,164,0.0,29301.76,0.4881,3460,108,10.0,35.0,23.0,41.0,28.0,29.0,0
IIA0092,3 - Engineering,MaterialsEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2992,1696,0.33,30070.85,0.5668,32870,144,95.0,39.0,30.0,42.0,14.0,27.0,0
IIL0513,3 - FieldService,Technician,1,439,439,0,88,1,0.0,0.2005,0.0023,0,0,0,0.0,0,0.0,0,1329,779,0.17,30068.68,0.5862,13170,191,30.0,37.0,13.0,26.0,38.0,34.0,0
IIW0249,3 - Engineering,MechanicalEngineer,1,435,435,20,47,21,0.046,0.108,0.0483,6735,3360,10095,0.6672,473,2.82,9,3402,1890,0.2,30052.27,0.5556,37145,242,95.0,39.0,36.0,43.0,38.0,28.0,0
IJM0139,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,168,0.0,30220.85,0.4985,3460,91,10.0,45.0,17.0,15.0,30.0,35.0,0
IJM0444,3 - Engineering,TestEngineer,1,740,481,9,1,3,0.0122,0.0014,0.0041,741,368,1109,0.6682,1840,7.63,16,3000,1289,0.7,30086.73,0.4297,32870,101,95.0,36.0,35.0,39.0,35.0,26.0,0
IJM0776,3 - FieldService,Technician,1,171,171,0,0,1,0.0,0.0,0.0058,694,344,1038,0.6686,344,3.28,7,515,252,0.42,30289.27,0.4893,5093,101,29.78,41.0,35.0,19.0,41.0,32.0,1
IJR0825,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,338,186,0.8,29942.0,0.5503,3460,112,10.0,38.0,42.0,39.0,46.0,32.0,0
IJW0851,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5041,2626,0.0,29977.07,0.5209,56052,171,162.0,21.0,10.0,10.0,18.0,34.0,0
IKP0472,3 - Assembly,ProductionLineWorker,1,1016,621,0,287,2,0.0,0.2825,0.002,1033,514,1547,0.6677,812,3.56,12,481,267,0.84,29820.92,0.5551,4446,145,9.0,32.0,10.0,37.0,38.0,31.0,0
IKR0401,2 - SoftwareManagement,SoftwareEngineer,1,287,287,0,0,1,0.0,0.0,0.0035,1134,565,1699,0.6675,554,3.03,8,2495,1168,0.4,30324.55,0.4681,27375,202,95.38,40.0,42.0,24.0,16.0,29.0,1
ILC0838,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,338,177,0.2,30310.87,0.5237,3460,149,10.0,40.0,36.0,42.0,16.0,33.0,0
ILH0958,3 - Assembly,ProductionLineWorker,1,737,466,0,0,27,0.0,0.0,0.0366,300,150,450,0.6667,2970,24.96,27,337,180,0.7,30021.43,0.5341,3460,95,10.0,28.0,17.0,20.0,19.0,24.0,0
ILJ0526,3 - FieldService,Technician,1,813,524,0,57,28,0.0,0.0701,0.0344,754,376,1130,0.6673,1236,5.19,13,1089,559,0.69,30278.68,0.5133,10875,121,29.0,33.0,50.0,23.0,46.0,25.0,0
ILR0304,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,333,175,0.16,29666.58,0.5255,3460,108,10.0,20.0,22.0,18.0,46.0,30.0,0
IMB0481,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5006,3087,0.37,29942.52,0.6167,56052,258,162.0,19.0,41.0,38.0,43.0,38.0,0
IMG0320,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5032,2386,0.39,30173.72,0.4742,55890,189,162.0,37.0,14.0,12.0,24.0,23.0,0
IMP0530,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1008,456,0.36,30273.24,0.4524,10034,117,29.0,40.0,17.0,42.0,50.0,32.0,0
IRM0931,2 - SoftwareManagement,ComputerProgrammer,1,1063,684,31,271,2,0.0292,0.2549,0.0019,1004,499,1503,0.668,2278,6.88,19,4157,2155,0.67,30023.17,0.5184,45315,192,95.0,44.0,46.0,33.0,35.0,30.0,0
IRT0491,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5019,2185,0.38,29826.02,0.4353,56052,103,162.0,17.0,30.0,27.0,41.0,32.0,0
IUB0565,2 - SoftwareManagement,SoftwareEngineer,1,234,234,0,0,1,0.0,0.0,0.0043,986,492,1478,0.6671,503,3.27,8,2057,914,0.43,29939.39,0.4443,22354,181,95.53,44.0,39.0,35.0,22.0,30.0,1
IUY0279,3 - Engineering,TestEngineer,1,623,364,0,0,3,0.0,0.0,0.0048,0,0,0,0.0,0,0.0,0,3030,1505,0.75,30019.31,0.4967,31140,161,90.0,38.0,38.0,17.0,21.0,29.0,0
IWM0816,2 - SoftwareManagement,SoftwareEngineer,1,622,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3013,1091,0.59,30043.27,0.3621,32870,129,95.0,35.0,42.0,50.0,44.0,28.0,0
IYB0918,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3024,1537,0.23,30234.39,0.5083,32870,129,95.0,17.0,21.0,42.0,14.0,30.0,0
