user,day,logon_count,off_hours_logons,distinct_pcs,usb_connects,off_hours_usb,files_copied_to_usb,sensitive_files_to_usb,total_emails_sent,external_emails_sent,total_attachments,total_email_size,http_requests,cloud_job_visits,role_encoded,department_encoded,supervisor_encoded,is_insider
PUQ6424,2010-07-27,4,3,1,0.0,0.0,0.0,0.0,15.0,3.0,17.0,3834253.0,90.0,1.0,2,3,4,0
QCT4158,2010-07-27,2,1,1,0.0,0.0,4.0,3.0,11.0,1.0,7.0,1746775.0,86.0,3.0,9,5,14,0
QHQ5150,2010-07-27,6,0,1,2.0,0.0,1.0,0.0,3.0,1.0,1.0,485277.0,102.0,0.0,2,5,27,0
QOY4162,2010-07-27,2,2,1,0.0,0.0,2.0,1.0,10.0,0.0,10.0,3500945.0,24.0,1.0,6,3,18,0
QSC3123,2010-07-27,2,1,1,0.0,0.0,0.0,0.0,7.0,1.0,10.0,2328093.0,60.0,1.0,9,4,25,0
QUT1345,2010-07-27,1,1,1,0.0,0.0,1.0,1.0,5.0,3.0,5.0,869382.0,71.0,4.0,1,3,12,0
RCE5876,2010-07-27,1,1,1,0.0,0.0,0.0,0.0,13.0,5.0,12.0,3527465.0,113.0,2.0,8,6,1,0
RLI6273,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,7.0,2.0,8.0,2616116.0,94.0,4.0,1,4,22,0
RUT1946,2010-07-27,2,0,1,0.0,0.0,6.0,2.0,8.0,4.0,8.0,1740046.0,33.0,0.0,9,2,23,0
SBF1746,2010-07-27,2,1,2,0.0,0.0,0.0,0.0,14.0,2.0,15.0,4047089.0,87.0,6.0,7,6,22,0
SDT4191,2010-07-27,2,0,1,0.0,0.0,3.0,2.0,5.0,0.0,3.0,1157195.0,55.0,0.0,0,0,14,0
SEX5010,2010-07-27,3,3,1,0.0,0.0,1.0,1.0,11.0,4.0,15.0,2209840.0,101.0,5.0,10,6,12,0
SHV5792,2010-07-27,4,1,1,2.0,0.0,4.0,1.0,6.0,1.0,7.0,1602628.0,108.0,3.0,7,1,7,0
SSY7686,2010-07-27,4,3,1,0.0,0.0,0.0,0.0,11.0,3.0,12.0,2824611.0,78.0,6.0,5,2,13,0
TPH4125,2010-07-27,2,1,1,0.0,0.0,2.0,1.0,5.0,2.0,4.0,1226474.0,84.0,1.0,1,5,27,0
TPY8677,2010-07-27,5,4,1,0.0,0.0,1.0,1.0,5.0,3.0,4.0,889093.0,75.0,2.0,3,5,8,0
TTJ2624,2010-07-27,3,1,2,0.0,0.0,0.0,0.0,7.0,3.0,3.0,953537.0,81.0,0.0,9,6,22,0
TTS7860,2010-07-27,2,1,1,0.0,0.0,0.0,0.0,4.0,1.0,1.0,475768.0,115.0,2.0,11,5,9,0
TVL8047,2010-07-27,3,4,1,0.0,0.0,2.0,1.0,6.0,0.0,4.0,1562377.0,102.0,4.0,2,4,12,0
TWU8511,2010-07-27,4,1,1,1.0,0.0,1.0,1.0,15.0,4.0,16.0,3738950.0,70.0,4.0,8,2,26,0
UBE4939,2010-07-27,1,0,1,0.0,0.0,7.0,3.0,17.0,5.0,11.0,2888155.0,62.0,1.0,1,0,18,0
UEH9251,2010-07-27,4,1,1,0.0,0.0,1.0,1.0,15.0,4.0,9.0,2944400.0,29.0,2.0,8,0,10,0
UKR6395,2010-07-27,1,1,1,3.0,0.0,0.0,0.0,9.0,1.0,8.0,2393724.0,43.0,0.0,2,2,13,0
ULT2722,2010-07-27,2,1,2,0.0,0.0,1.0,0.0,4.0,1.0,5.0,552695.0,53.0,1.0,4,0,25,0
UQK8227,2010-07-27,1,0,1,0.0,0.0,3.0,0.0,12.0,1.0,7.0,1988374.0,70.0,2.0,0,3,11,0
USS4618,2010-07-27,4,2,2,0.0,0.0,2.0,1.0,7.0,1.0,11.0,1759600.0,134.0,2.0,0,5,11,0
UUU6648,2010-07-27,1,0,1,1.0,0.0,4.0,1.0,10.0,0.0,13.0,3368198.0,68.0,2.0,0,6,16,0
VBL5911,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1606776.0,48.0,2.0,11,3,14,0
VBW2813,2010-07-27,1,1,1,0.0,0.0,8.0,2.0,9.0,0.0,5.0,1358507.0,40.0,0.0,3,6,15,0
VDL1237,2010-07-27,4,3,1,0.0,0.0,3.0,2.0,6.0,0.0,2.0,810706.0,73.0,1.0,4,6,10,0
VFU0073,2010-07-27,3,1,2,0.0,0.0,0.0,0.0,13.0,2.0,11.0,2841530.0,83.0,1.0,9,6,8,0
VIZ5045,2010-07-27,2,4,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,63115.0,64.0,2.0,0,3,1,0
VKX2883,2010-07-27,1,0,2,0.0,0.0,2.0,1.0,10.0,0.0,9.0,2101266.0,94.0,2.0,10,2,6,0
VNI5142,2010-07-27,5,1,2,2.0,0.0,0.0,0.0,7.0,0.0,8.0,1422829.0,88.0,3.0,8,6,22,0
VVU9026,2010-07-27,1,0,1,0.0,0.0,3.0,1.0,4.0,2.0,3.0,1218810.0,33.0,1.0,11,1,11,0
VVY1052,2010-07-27,1,0,1,0.0,0.0,3.0,2.0,7.0,5.0,4.0,1474292.0,107.0,3.0,2,2,15,0
VXF8934,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,7.0,1.0,7.0,1423529.0,126.0,6.0,4,0,22,0
WAR1091,2010-07-27,3,4,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0,370571.0,80.0,1.0,7,5,27,0
WBM5944,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,10.0,5.0,7.0,2224745.0,29.0,1.0,6,4,25,0
WLH0216,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,7.0,1.0,7.0,2455545.0,102.0,7.0,5,0,8,0
WOC7649,2010-07-27,3,3,1,0.0,0.0,0.0,0.0,8.0,4.0,8.0,2060272.0,111.0,2.0,4,1,8,0
WVH6316,2010-07-27,2,0,1,0.0,0.0,1.0,1.0,9.0,4.0,7.0,1816953.0,82.0,3.0,9,3,15,0
XDT1792,2010-07-27,3,0,1,0.0,0.0,3.0,1.0,11.0,5.0,11.0,3183929.0,85.0,2.0,5,3,6,0
XGF2493,2010-07-27,1,0,1,2.0,0.0,1.0,0.0,12.0,1.0,11.0,3442196.0,41.0,2.0,2,5,23,0
XGZ9360,2010-07-27,1,1,1,0.0,0.0,1.0,1.0,5.0,3.0,6.0,1455400.0,115.0,2.0,2,1,0,0
XHL6619,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,9.0,1.0,10.0,2255574.0,70.0,0.0,2,6,13,0
XTJ9675,2010-07-27,1,1,1,0.0,0.0,0.0,0.0,12.0,1.0,11.0,3410674.0,22.0,1.0,0,3,2,0
XXP1655,2010-07-27,1,0,1,0.0,0.0,4.0,2.0,10.0,0.0,12.0,3231789.0,105.0,0.0,8,5,25,0
YAE2296,2010-07-27,2,2,1,0.0,0.0,2.0,1.0,11.0,4.0,7.0,1918338.0,119.0,2.0,6,1,16,0
YDM6963,2010-07-27,2,0,1,2.0,0.0,2.0,1.0,5.0,2.0,7.0,1706585.0,108.0,1.0,3,0,7,0
YIO5206,2010-07-27,3,3,1,1.0,0.0,3.0,0.0,12.0,4.0,18.0,3192174.0,62.0,4.0,3,0,26,0
YLE8326,2010-07-27,5,2,1,0.0,0.0,2.0,1.0,4.0,0.0,6.0,1698848.0,27.0,0.0,4,2,9,0
YNX1016,2010-07-27,1,0,1,0.0,0.0,5.0,3.0,14.0,6.0,12.0,4191781.0,125.0,3.0,0,6,27,0
YST5811,2010-07-27,2,1,1,0.0,0.0,0.0,0.0,12.0,6.0,12.0,3010660.0,137.0,1.0,5,0,2,0
ZDH5063,2010-07-27,3,2,1,0.0,0.0,8.0,2.0,5.0,1.0,3.0,728981.0,59.0,7.0,10,2,7,0
ZFG0374,2010-07-27,1,0,1,0.0,0.0,9.0,5.0,12.0,2.0,15.0,3886482.0,82.0,1.0,3,0,24,0
ZFH4085,2010-07-27,3,0,2,0.0,0.0,0.0,0.0,4.0,0.0,3.0,914374.0,81.0,1.0,3,6,26,0
ZHD4885,2010-07-27,1,0,2,0.0,0.0,2.0,2.0,12.0,7.0,16.0,2885079.0,63.0,0.0,6,4,19,0
ZIF9528,2010-07-27,5,0,1,0.0,0.0,4.0,3.0,11.0,1.0,9.0,2118786.0,52.0,0.0,3,5,16,0
ZPL3468,2010-07-27,6,7,4,0.0,0.0,3.0,2.0,5.0,3.0,2.0,787648.0,43.0,0.0,2,4,5,0
ZRK4063,2010-07-27,2,0,1,0.0,0.0,1.0,0.0,8.0,3.0,8.0,2614186.0,47.0,2.0,0,4,26,0
ZUI9718,2010-07-27,1,0,1,0.0,0.0,0.0,0.0,9.0,4.0,10.0,1885588.0,128.0,5.0,10,5,27,0
ZWA2339,2010-07-27,1,0,1,0.0,0.0,1.0,1.0,5.0,1.0,3.0,415878.0,31.0,3.0,1,0,26,0
ZWV4627,2010-07-27,2,2,1,0.0,0.0,4.0,3.0,9.0,0.0,11.0,2923385.0,57.0,1.0,2,6,19,0
ADB8311,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,10.0,2.0,16.0,4436680.0,111.0,2.0,8,0,8,0
ADG1145,2010-07-28,3,2,1,0.0,0.0,2.0,0.0,11.0,4.0,11.0,3287587.0,44.0,0.0,7,0,27,0
ASC7389,2010-07-28,3,3,1,0.0,0.0,1.0,1.0,8.0,0.0,9.0,2704074.0,114.0,1.0,4,1,25,0
ATM7194,2010-07-28,3,2,1,0.0,0.0,0.0,0.0,15.0,7.0,15.0,4184586.0,29.0,3.0,3,1,8,0
AUI6616,2010-07-28,1,2,1,0.0,0.0,1.0,1.0,6.0,3.0,5.0,1143671.0,84.0,0.0,0,5,23,0
AYY2409,2010-07-28,3,1,3,0.0,0.0,0.0,0.0,13.0,5.0,18.0,4935829.0,108.0,1.0,10,5,7,0
AZE5960,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,12.0,3.0,12.0,3009341.0,111.0,3.0,10,5,26,0
BFH3103,2010-07-28,1,0,2,0.0,0.0,0.0,0.0,3.0,1.0,3.0,561705.0,91.0,4.0,6,4,26,0
BMU1894,2010-07-28,2,0,1,0.0,0.0,0.0,0.0,12.0,5.0,8.0,2441931.0,54.0,2.0,0,3,5,0
BZL8931,2010-07-28,2,3,2,0.0,0.0,4.0,2.0,9.0,3.0,10.0,2784347.0,55.0,3.0,5,4,19,0
CCL9026,2010-07-28,1,0,1,0.0,0.0,1.0,1.0,3.0,2.0,3.0,454039.0,67.0,4.0,6,2,26,0
COU3039,2010-07-28,2,2,1,1.0,0.0,1.0,1.0,9.0,2.0,10.0,2705080.0,82.0,2.0,2,4,11,0
COX0638,2010-07-28,2,0,1,0.0,0.0,11.0,4.0,12.0,5.0,17.0,4014368.0,75.0,1.0,2,5,1,0
CQZ8674,2010-07-28,4,6,2,7.0,3.0,18.0,15.0,7.0,2.0,9.0,1482523.0,79.0,4.0,2,5,15,1
CUR4388,2010-07-28,3,0,2,0.0,0.0,1.0,1.0,13.0,6.0,12.0,3292270.0,56.0,2.0,8,4,9,0
CVC0519,2010-07-28,1,0,2,1.0,0.0,3.0,1.0,14.0,5.0,12.0,3272184.0,55.0,0.0,3,0,12,0
DHG6594,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,7.0,2.0,1.0,347205.0,51.0,2.0,8,5,19,0
DJY4258,2010-07-28,1,1,1,0.0,0.0,0.0,0.0,11.0,1.0,12.0,3690539.0,49.0,1.0,11,2,26,0
DLS2023,2010-07-28,3,1,1,0.0,0.0,5.0,3.0,12.0,2.0,6.0,2377431.0,104.0,6.0,7,5,0,0
DNM3159,2010-07-28,1,0,1,0.0,0.0,12.0,4.0,8.0,3.0,11.0,3310103.0,85.0,1.0,11,3,15,0
DON7838,2010-07-28,2,0,2,0.0,0.0,3.0,1.0,6.0,2.0,0.0,139449.0,43.0,0.0,10,6,24,0
DOO3709,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,805115.0,119.0,6.0,1,2,11,0
DPC6498,2010-07-28,4,1,1,0.0,0.0,3.0,1.0,5.0,0.0,8.0,1807693.0,110.0,6.0,11,6,26,0
DQV1058,2010-07-28,1,0,1,0.0,0.0,2.0,2.0,3.0,1.0,1.0,364436.0,57.0,0.0,10,5,17,0
DXC7486,2010-07-28,2,2,1,0.0,0.0,4.0,2.0,10.0,2.0,9.0,3037672.0,48.0,0.0,10,2,21,0
DYK4823,2010-07-28,2,1,1,0.0,0.0,0.0,0.0,6.0,0.0,4.0,1080612.0,29.0,1.0,10,3,11,0
EEN0449,2010-07-28,6,2,2,0.0,0.0,1.0,1.0,4.0,2.0,2.0,600829.0,27.0,1.0,10,3,3,0
EHP1536,2010-07-28,2,2,1,1.0,0.0,1.0,0.0,15.0,2.0,13.0,4024129.0,102.0,4.0,6,5,8,0
EIR1445,2010-07-28,5,3,1,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1168724.0,114.0,7.0,3,4,11,0
ETS3545,2010-07-28,2,2,1,0.0,0.0,0.0,0.0,8.0,2.0,15.0,3232603.0,29.0,2.0,9,5,20,0
EYT8043,2010-07-28,1,0,1,0.0,0.0,1.0,0.0,9.0,2.0,5.0,1701852.0,104.0,3.0,7,2,1,0
FCN9756,2010-07-28,2,1,1,0.0,0.0,0.0,0.0,16.0,5.0,20.0,5295905.0,25.0,1.0,11,3,26,0
GGB1397,2010-07-28,1,2,1,0.0,0.0,2.0,1.0,13.0,2.0,14.0,3357448.0,89.0,3.0,3,3,4,0
GGZ7460,2010-07-28,3,0,1,0.0,0.0,1.0,1.0,4.0,3.0,3.0,775477.0,105.0,5.0,2,6,9,0
GHR6302,2010-07-28,1,1,1,0.0,0.0,1.0,0.0,5.0,1.0,6.0,1376812.0,62.0,1.0,11,2,9,0
GHU9488,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,12.0,9.0,8.0,2096094.0,29.0,2.0,10,4,26,0
GRQ1397,2010-07-28,1,0,1,1.0,0.0,5.0,1.0,7.0,3.0,3.0,990317.0,96.0,1.0,11,0,15,0
GUG7168,2010-07-28,1,0,2,0.0,0.0,2.0,2.0,7.0,4.0,5.0,1323770.0,134.0,8.0,7,5,1,0
GZI8020,2010-07-28,1,0,1,0.0,0.0,2.0,0.0,10.0,3.0,9.0,2510838.0,53.0,0.0,0,2,16,0
HBA3736,2010-07-28,2,2,1,0.0,0.0,8.0,3.0,2.0,0.0,2.0,461869.0,46.0,0.0,11,2,1,0
HDA6776,2010-07-28,6,2,1,0.0,0.0,1.0,0.0,6.0,0.0,8.0,1689469.0,39.0,2.0,9,4,7,0
HLN2478,2010-07-28,2,2,1,0.0,0.0,0.0,0.0,4.0,1.0,2.0,231572.0,75.0,0.0,1,3,12,0
HLZ9923,2010-07-28,1,0,1,0.0,0.0,1.0,0.0,4.0,0.0,8.0,1941731.0,81.0,2.0,11,5,4,0
HMR4907,2010-07-28,1,0,2,0.0,0.0,2.0,0.0,5.0,1.0,6.0,1703117.0,98.0,3.0,4,3,23,0
HVG7968,2010-07-28,3,2,2,0.0,0.0,0.0,0.0,13.0,3.0,13.0,4379889.0,108.0,2.0,8,3,15,0
IAC0900,2010-07-28,2,1,2,0.0,0.0,0.0,0.0,5.0,2.0,7.0,1858234.0,128.0,6.0,0,0,4,0
ICP9160,2010-07-28,1,0,1,0.0,0.0,5.0,4.0,5.0,1.0,1.0,255078.0,113.0,5.0,4,0,16,0
ICR6722,2010-07-28,1,0,1,0.0,0.0,8.0,3.0,7.0,0.0,9.0,1790250.0,46.0,1.0,11,2,25,0
IDI9618,2010-07-28,1,1,1,0.0,0.0,2.0,0.0,3.0,1.0,3.0,992012.0,89.0,0.0,1,6,13,0
IFO6698,2010-07-28,1,0,2,0.0,0.0,0.0,0.0,10.0,1.0,12.0,3137292.0,58.0,0.0,11,6,20,0
IIY1438,2010-07-28,1,0,1,0.0,0.0,1.0,1.0,11.0,4.0,5.0,1086884.0,62.0,5.0,6,4,23,0
IVL8082,2010-07-28,3,1,1,0.0,0.0,2.0,1.0,10.0,2.0,8.0,2202122.0,135.0,9.0,9,4,12,0
JDE8246,2010-07-28,2,0,1,1.0,0.0,1.0,0.0,7.0,1.0,5.0,1564660.0,103.0,1.0,3,2,23,0
JMM0438,2010-07-28,4,1,1,0.0,0.0,10.0,5.0,11.0,5.0,9.0,2351305.0,129.0,0.0,6,1,8,0
JPS8745,2010-07-28,2,2,1,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1916183.0,67.0,3.0,11,0,12,0
JVA8961,2010-07-28,4,1,1,0.0,0.0,3.0,2.0,5.0,2.0,7.0,1784671.0,71.0,6.0,4,2,20,0
JXM6997,2010-07-28,5,2,2,0.0,0.0,7.0,2.0,19.0,7.0,21.0,5735816.0,85.0,1.0,7,2,15,0
KFW8041,2010-07-28,1,0,1,0.0,0.0,1.0,1.0,8.0,4.0,6.0,2227901.0,27.0,0.0,2,1,19,0
KIX3704,2010-07-28,6,1,1,2.0,0.0,3.0,1.0,4.0,2.0,4.0,1000296.0,49.0,2.0,5,1,24,0
KJX0944,2010-07-28,1,1,1,0.0,0.0,9.0,6.0,13.0,5.0,12.0,3650238.0,85.0,3.0,8,0,8,0
KVI1669,2010-07-28,2,2,3,0.0,0.0,0.0,0.0,2.0,0.0,1.0,448986.0,34.0,1.0,5,4,17,0
KYR0991,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,7.0,0.0,5.0,1867586.0,119.0,5.0,5,6,8,0
LDO0211,2010-07-28,2,3,1,0.0,0.0,3.0,1.0,9.0,3.0,6.0,1491587.0,34.0,0.0,4,4,8,0
LGT9691,2010-07-28,2,0,1,0.0,0.0,0.0,0.0,8.0,3.0,11.0,1771480.0,54.0,1.0,4,3,21,0
LJE6857,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,12.0,2.0,10.0,2935112.0,105.0,0.0,9,2,21,0
LME4168,2010-07-28,1,0,1,0.0,0.0,1.0,1.0,10.0,0.0,9.0,1819222.0,45.0,0.0,5,2,14,0
LMQ7847,2010-07-28,3,0,2,0.0,0.0,1.0,0.0,6.0,2.0,1.0,517159.0,129.0,2.0,5,0,19,0
LRR4710,2010-07-28,1,0,1,0.0,0.0,2.0,0.0,13.0,3.0,15.0,3691943.0,117.0,4.0,6,4,3,0
LWC6973,2010-07-28,2,0,1,0.0,0.0,1.0,1.0,17.0,8.0,14.0,3015198.0,29.0,1.0,11,3,5,0
LYE5717,2010-07-28,2,1,1,1.0,0.0,3.0,0.0,7.0,1.0,8.0,2668641.0,94.0,0.0,7,0,15,0
MAP5551,2010-07-28,1,1,2,0.0,0.0,4.0,1.0,7.0,1.0,11.0,2114956.0,92.0,1.0,2,2,10,0
MDR4757,2010-07-28,2,0,2,0.0,0.0,1.0,0.0,3.0,2.0,5.0,955019.0,97.0,1.0,3,1,4,0
MGI5307,2010-07-28,4,2,2,0.0,0.0,0.0,0.0,6.0,4.0,2.0,919410.0,107.0,7.0,1,1,17,0
MLE3810,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,4.0,2.0,6.0,1224424.0,89.0,6.0,6,4,19,0
MNL1438,2010-07-28,1,1,1,0.0,0.0,3.0,0.0,3.0,0.0,2.0,483543.0,79.0,1.0,5,3,15,0
MSH7807,2010-07-28,2,1,1,0.0,0.0,0.0,0.0,8.0,2.0,12.0,3844082.0,58.0,0.0,1,4,12,0
MUB0827,2010-07-28,1,0,1,0.0,0.0,1.0,0.0,3.0,1.0,3.0,842289.0,102.0,2.0,4,4,15,0
NBM1814,2010-07-28,1,0,2,0.0,0.0,3.0,2.0,16.0,1.0,16.0,3612568.0,140.0,13.0,5,6,27,0
NDV4503,2010-07-28,4,2,2,0.0,0.0,3.0,2.0,2.0,0.0,0.0,46419.0,99.0,1.0,2,5,4,0
NHY9248,2010-07-28,3,1,1,0.0,0.0,2.0,0.0,3.0,2.0,4.0,1213426.0,87.0,3.0,9,4,17,0
NJE9267,2010-07-28,2,1,1,0.0,0.0,2.0,0.0,3.0,0.0,2.0,545912.0,56.0,2.0,1,6,9,0
NJT3274,2010-07-28,1,0,1,1.0,0.0,1.0,1.0,6.0,2.0,7.0,2299031.0,112.0,3.0,4,3,9,0
NRI9556,2010-07-28,5,0,1,0.0,0.0,3.0,1.0,5.0,2.0,3.0,985817.0,116.0,0.0,7,6,3,0
NRU3936,2010-07-28,2,1,1,1.0,0.0,3.0,0.0,13.0,0.0,13.0,2440877.0,37.0,1.0,7,5,4,0
ODH5540,2010-07-28,1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1045836.0,57.0,0.0,1,4,17,0
OEM8566,2010-07-28,6,4,2,0.0,0.0,1.0,1.0,6.0,1.0,4.0,1379640.0,77.0,3.0,8,6,23,0
OET6830,2010-07-28,3,1,1,0.0,0.0,1.0,1.0,3.0,0.0,4.0,377853.0,70.0,0.0,3,3,25,0
OLL2272,2010-07-28,1,1,1,0.0,0.0,0.0,0.0,8.0,0.0,7.0,1343902.0,98.0,1.0,10,5,3,0
OLN5687,2010-07-28,1,1,1,2.0,0.0,1.0,1.0,7.0,4.0,5.0,1496252.0,23.0,1.0,1,1,17,0
OMU2669,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,14.0,5.0,20.0,4879186.0,70.0,0.0,8,6,26,0
OQO5535,2010-07-28,4,7,7,2.0,0.0,5.0,3.0,8.0,3.0,10.0,2361760.0,82.0,10.0,11,4,25,1
OYC3975,2010-07-28,2,1,1,1.0,0.0,6.0,2.0,1.0,1.0,3.0,305295.0,106.0,1.0,7,5,5,0
PAJ4367,2010-07-28,6,6,2,0.0,0.0,4.0,2.0,2.0,1.0,2.0,289788.0,98.0,2.0,11,3,4,0
PGI3675,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,16.0,6.0,11.0,3247293.0,91.0,3.0,0,6,26,0
PJY0876,2010-07-28,1,0,1,0.0,0.0,4.0,2.0,9.0,3.0,9.0,1970757.0,93.0,3.0,5,0,6,0
PPH0228,2010-07-28,4,1,1,0.0,0.0,0.0,0.0,13.0,1.0,13.0,3986052.0,107.0,7.0,0,0,13,0
PUQ6424,2010-07-28,4,0,1,0.0,0.0,1.0,1.0,9.0,0.0,9.0,2952428.0,85.0,0.0,2,3,4,0
QCT4158,2010-07-28,2,0,1,0.0,0.0,4.0,1.0,12.0,0.0,10.0,2603106.0,90.0,0.0,9,5,14,0
QHQ5150,2010-07-28,6,1,3,1.0,0.0,3.0,1.0,5.0,2.0,3.0,1222443.0,78.0,2.0,2,5,27,0
QOY4162,2010-07-28,3,2,2,0.0,0.0,4.0,2.0,7.0,0.0,5.0,1346088.0,34.0,0.0,6,3,18,0
QSC3123,2010-07-28,1,0,1,2.0,0.0,1.0,0.0,7.0,0.0,2.0,855045.0,52.0,5.0,9,4,25,0
QUT1345,2010-07-28,3,1,1,0.0,0.0,1.0,0.0,3.0,3.0,2.0,628000.0,70.0,3.0,1,3,12,0
RCE5876,2010-07-28,4,2,1,0.0,0.0,0.0,0.0,15.0,9.0,8.0,1816954.0,117.0,1.0,8,6,1,0
RLI6273,2010-07-28,2,0,1,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1280919.0,87.0,3.0,1,4,22,0
RUT1946,2010-07-28,2,2,1,0.0,0.0,6.0,1.0,10.0,2.0,9.0,2426821.0,26.0,1.0,9,2,23,0
SBF1746,2010-07-28,1,0,1,0.0,0.0,0.0,0.0,11.0,3.0,14.0,4210691.0,75.0,3.0,7,6,22,0
SDT4191,2010-07-28,1,0,1,0.0,0.0,8.0,4.0,9.0,4.0,5.0,1956832.0,35.0,1.0,0,0,14,0
SEX5010,2010-07-28,3,4,1,0.0,0.0,2.0,0.0,12.0,1.0,13.0,3883133.0,104.0,3.0,10,6,12,0
SHV5792,2010-07-28,2,3,2,0.0,0.0,4.0,0.0,4.0,1.0,4.0,1347569.0,115.0,4.0,7,1,7,0
SSY7686,2010-07-28,2,2,1,0.0,0.0,4.0,1.0,17.0,6.0,17.0,5049903.0,93.0,0.0,5,2,13,0
TPH4125,2010-07-28,3,0,2,0.0,0.0,1.0,1.0,7.0,2.0,4.0,1179308.0,92.0,1.0,1,5,27,0
TPY8677,2010-07-28,3,3,1,0.0,0.0,0.0,0.0,9.0,4.0,7.0,1420391.0,47.0,1.0,3,5,8,0
TTJ2624,2010-07-28,2,3,1,0.0,0.0,0.0,0.0,13.0,9.0,6.0,1934913.0,52.0,0.0,9,6,22,0
TTS7860,2010-07-28,3,1,3,0.0,0.0,1.0,1.0,5.0,0.0,3.0,880670.0,132.0,3.0,11,5,9,0
TVL8047,2010-07-28,3,0,1,0.0,0.0,5.0,3.0,8.0,2.0,5.0,1766281.0,110.0,2.0,2,4,12,0
TWU8511,2010-07-28,1,0,1,0.0,0.0,1.0,1.0,9.0,1.0,6.0,1744271.0,61.0,2.0,8,2,26,0
UBE4939,2010-07-28,1,0,1,0.0,0.0,7.0,1.0,8.0,1.0,4.0,706946.0,54.0,2.0,1,0,18,0
UEH9251,2010-07-28,3,1,2,0.0,0.0,3.0,3.0,13.0,1.0,10.0,2477412.0,46.0,1.0,8,0,10,0
UKR6395,2010-07-28,4,1,1,1.0,0.0,1.0,0.0,4.0,0.0,6.0,792921.0,52.0,1.0,2,2,13,0
ULT2722,2010-07-28,4,5,1,0.0,0.0,3.0,2.0,7.0,3.0,9.0,1723842.0,46.0,1.0,4,0,25,0
UQK8227,2010-07-28,1,0,1,0.0,0.0,2.0,1.0,9.0,1.0,12.0,3626997.0,70.0,6.0,0,3,11,0
USS4618,2010-07-28,1,0,1,2.0,0.0,5.0,3.0,7.0,3.0,8.0,2838626.0,131.0,4.0,0,5,11,0
UUU6648,2010-07-28,2,3,1,0.0,0.0,5.0,0.0,8.0,0.0,6.0,2219814.0,76.0,4.0,0,6,16,0
VBL5911,2010-07-28,1,0,2,0.0,0.0,1.0,0.0,9.0,0.0,8.0,2150645.0,52.0,5.0,11,3,14,0
VBW2813,2010-07-28,2,0,1,0.0,0.0,1.0,1.0,3.0,1.0,3.0,564208.0,27.0,0.0,3,6,15,0
VDL1237,2010-07-28,1,0,1,0.0,0.0,9.0,5.0,7.0,2.0,5.0,1100252.0,47.0,4.0,4,6,10,0
VFU0073,2010-07-28,1,1,1,0.0,0.0,1.0,1.0,15.0,1.0,18.0,4496850.0,110.0,3.0,9,6,8,0
VIZ5045,2010-07-28,2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,141276.0,51.0,1.0,0,3,1,0
VKX2883,2010-07-28,1,1,1,0.0,0.0,3.0,1.0,17.0,1.0,16.0,2983175.0,108.0,3.0,10,2,6,0
VNI5142,2010-07-28,2,1,1,1.0,0.0,2.0,2.0,4.0,0.0,3.0,711318.0,100.0,5.0,8,6,22,0
VVU9026,2010-07-28,1,0,1,2.0,0.0,6.0,3.0,9.0,3.0,15.0,3797113.0,30.0,0.0,11,1,11,0
VVY1052,2010-07-28,1,0,1,0.0,0.0,8.0,3.0,6.0,2.0,3.0,777075.0,81.0,3.0,2,2,15,0
VXF8934,2010-07-28,1,1,2,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1123606.0,123.0,6.0,4,0,22,0
WAR1091,2010-07-28,2,3,1,0.0,0.0,1.0,1.0,11.0,4.0,8.0,1729348.0,72.0,2.0,7,5,27,0
WBM5944,2010-07-28,1,0,1,0.0,0.0,2.0,1.0,7.0,1.0,7.0,1353035.0,42.0,1.0,6,4,25,0
WLH0216,2010-07-28,1,0,2,0.0,0.0,0.0,0.0,5.0,0.0,9.0,1954739.0,128.0,8.0,5,0,8,0
WOC7649,2010-07-28,4,2,1,0.0,0.0,0.0,0.0,13.0,2.0,10.0,2880425.0,110.0,1.0,4,1,8,0
