logon_count,off_hours_logons,distinct_pcs,usb_connects,off_hours_usb,files_copied_to_usb,sensitive_files_to_usb,total_emails_sent,external_emails_sent,total_attachments,total_email_size,http_requests,cloud_job_visits,role_encoded,department_encoded,supervisor_encoded,user,day,is_insider,historical_events_proxy
7,6,6,10.0,3.0,18.0,18.0,11.0,7.0,2.0,338959.0,114.0,0.0,17,21,25,MOS0047,2010-08-31,1,3108.0
1,0,1,0.0,0.0,0.0,0.0,15.0,6.0,9.0,494191.0,162.0,0.0,32,10,47,AJR0319,2010-01-11,0,45.0
1,0,1,0.0,0.0,0.0,0.0,11.0,0.0,5.0,383190.0,114.0,0.0,1,17,63,JOL0024,2010-03-18,0,160.0
1,0,1,0.0,0.0,0.0,0.0,15.0,5.0,0.0,468171.0,162.0,4.0,32,10,47,MCF0327,2011-01-11,0,1338.0
1,0,1,0.0,0.0,0.0,0.0,15.0,11.0,15.0,431173.0,162.0,0.0,32,10,47,SDO0170,2010-10-28,0,1377.0
1,1,1,1.0,0.0,5.0,5.0,1.0,0.0,0.0,38934.0,11.0,1.0,30,12,65,MDH0580,2011-01-12,1,794.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,4.0,219603.0,103.0,0.0,10,14,49,DIB0285,2010-08-06,1,890.0
1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,99852.0,29.0,3.0,39,15,29,CGF0337,2010-10-12,0,422.0
1,0,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,83545.0,29.0,0.0,39,15,9,QSV0778,2011-02-07,0,327.0
1,0,1,3.0,0.0,3.0,2.0,14.0,13.0,0.0,460291.0,166.0,0.0,32,10,67,FSC0601,2011-01-24,1,2014.0
1,1,1,0.0,0.0,0.0,0.0,9.0,3.0,1.0,288180.0,95.0,0.0,33,5,38,XBN0229,2010-11-11,0,953.0
1,0,1,0.0,0.0,0.0,0.0,15.0,11.0,0.0,455693.0,162.0,3.0,32,10,46,MHG0733,2010-06-23,0,709.0
1,0,1,0.0,0.0,0.0,0.0,15.0,7.0,3.0,459786.0,162.0,0.0,32,10,7,IMB0481,2011-01-26,0,2096.0
6,6,5,4.0,3.0,6.0,6.0,10.0,5.0,8.0,300419.0,114.0,0.0,17,21,25,EIS0041,2011-01-19,0,5925.0
1,0,1,3.0,0.0,5.0,5.0,8.0,5.0,0.0,231769.0,96.0,2.0,37,14,31,HBO0413,2011-02-24,1,2017.0
1,1,1,9.0,0.0,27.0,23.0,3.0,2.0,0.0,102977.0,29.0,0.0,39,15,11,ZKS0899,2010-04-23,0,1906.0
3,4,3,0.0,0.0,0.0,0.0,11.0,11.0,0.0,370120.0,114.0,0.0,17,21,25,HWY0038,2010-04-20,0,787.0
2,1,1,0.0,0.0,0.0,0.0,9.0,5.0,8.0,279172.0,95.0,0.0,10,14,31,EGD0409,2010-07-21,0,607.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,5.0,304884.0,90.0,6.0,40,14,49,IUY0279,2011-03-07,0,1402.0
1,1,1,6.0,0.0,6.0,3.0,9.0,1.0,5.0,283381.0,95.0,2.0,7,11,61,CCL0068,2011-02-10,1,1571.0
1,1,1,3.0,0.0,3.0,2.0,11.0,3.0,0.0,295754.0,105.0,5.0,24,5,36,RMW0542,2010-07-02,1,807.0
1,0,1,0.0,0.0,0.0,0.0,15.0,4.0,2.0,457347.0,162.0,0.0,32,10,34,JCW0858,2010-04-19,0,518.0
2,1,2,2.0,0.0,4.0,4.0,1.0,1.0,0.0,25183.0,29.0,3.0,3,12,20,SCP0130,2010-10-27,0,1172.0
1,1,1,5.0,0.0,5.0,5.0,12.0,6.0,14.0,278669.0,114.0,1.0,2,8,62,VSS0154,2010-10-19,1,1145.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,2.0,29129.0,10.0,0.0,30,12,54,TJB0302,2010-07-09,0,137.0
1,0,1,0.0,0.0,0.0,0.0,15.0,14.0,2.0,416014.0,162.0,0.0,32,10,67,GBM0603,2011-01-11,0,1627.0
1,0,1,0.0,0.0,0.0,0.0,18.0,11.0,12.0,551159.0,190.0,24.0,5,14,19,AMD0077,2010-11-04,0,1369.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18474.0,10.0,0.0,30,12,4,KPP0452,2010-04-29,0,80.0
1,0,1,1.0,0.0,0.0,0.0,3.0,3.0,1.0,79790.0,34.0,5.0,39,15,9,IJM0776,2010-07-08,1,367.0
1,0,1,0.0,0.0,0.0,0.0,2.0,1.0,2.0,58614.0,30.0,0.0,39,15,9,NRO0768,2011-04-07,0,396.0
7,12,6,14.0,7.0,15.0,13.0,12.0,3.0,0.0,394738.0,121.0,14.0,17,21,26,BSS0369,2010-09-30,1,4378.0
6,4,5,6.0,2.0,13.0,13.0,11.0,5.0,5.0,318095.0,119.0,0.0,17,21,25,MOS0047,2010-07-22,1,2593.0
1,0,1,0.0,0.0,0.0,0.0,17.0,12.0,6.0,498423.0,190.0,0.0,5,14,19,HRB0351,2010-04-14,0,864.0
1,0,1,0.0,0.0,0.0,0.0,15.0,1.0,0.0,415486.0,162.0,0.0,32,10,46,PRM0740,2010-07-12,0,414.0
1,0,1,0.0,0.0,0.0,0.0,14.0,7.0,0.0,423851.0,143.0,0.0,19,17,63,HPM0986,2010-09-13,0,910.0
2,1,1,0.0,0.0,0.0,0.0,9.0,5.0,5.0,311062.0,95.0,1.0,7,11,6,CCH0685,2010-05-12,0,402.0
1,0,1,0.0,0.0,0.0,0.0,9.0,4.0,7.0,269177.0,95.0,0.0,36,9,23,USH0199,2011-05-09,0,1475.0
1,0,1,0.0,0.0,0.0,0.0,9.0,6.0,3.0,252501.0,90.0,6.0,6,11,61,DRR0242,2011-02-19,0,1304.0
1,0,1,0.0,0.0,0.0,0.0,11.0,9.0,4.0,294101.0,114.0,0.0,16,6,10,NKH0979,2010-05-07,0,380.0
2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,39,15,29,NOB0181,2010-03-01,0,323.0
1,1,1,0.0,0.0,0.0,0.0,11.0,6.0,0.0,333004.0,114.0,0.0,1,14,49,EMW0105,2010-10-22,0,1375.0
1,0,1,0.0,0.0,0.0,0.0,2.0,1.0,10.0,50294.0,95.0,6.0,10,14,22,DBG0261,2011-05-02,0,921.0
1,1,1,1.0,0.0,0.0,0.0,11.0,6.0,3.0,356018.0,121.0,1.0,2,8,62,VSS0154,2010-10-01,1,1063.0
5,4,4,10.0,2.0,10.0,10.0,11.0,1.0,5.0,322464.0,114.0,0.0,17,21,25,MOS0047,2010-08-24,1,3023.0
1,0,1,1.0,0.0,3.0,2.0,8.0,1.0,10.0,213501.0,100.0,0.0,33,5,57,FKK0055,2010-01-28,0,129.0
2,0,1,0.0,0.0,0.0,0.0,3.0,1.0,4.0,80965.0,29.0,0.0,39,15,12,YJF0532,2010-03-11,0,41.0
1,1,1,3.0,0.0,1.0,0.0,9.0,2.0,2.0,298813.0,98.0,0.0,10,14,49,DIB0285,2010-08-03,1,873.0
2,0,1,9.0,0.0,21.0,16.0,9.0,2.0,2.0,267434.0,95.0,5.0,35,11,14,LBH0942,2010-10-26,0,6367.0
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30,12,3,FRR0832,2011-03-30,0,435.0
2,3,1,1.0,1.0,0.0,0.0,9.0,0.0,0.0,254822.0,100.0,2.0,37,14,31,FTM0406,2010-12-02,1,1100.0
1,0,1,0.0,0.0,0.0,0.0,15.0,11.0,0.0,503976.0,162.0,0.0,32,10,7,NMC0486,2010-05-19,0,411.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,0.0,257658.0,95.0,5.0,37,14,31,HKB0418,2011-02-02,0,895.0
2,1,1,0.0,0.0,0.0,0.0,9.0,1.0,1.0,260347.0,95.0,0.0,33,5,45,KMB0922,2010-05-17,0,837.0
1,1,1,0.0,0.0,0.0,0.0,7.0,2.0,4.0,237437.0,95.0,0.0,6,11,6,EDA0684,2010-02-18,0,156.0
1,0,1,3.0,0.0,5.0,5.0,10.0,3.0,3.0,280750.0,104.0,2.0,14,14,28,NWT0098,2011-02-11,1,1638.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,49797.0,10.0,0.0,30,12,3,EHB0824,2010-02-24,0,45.0
1,0,1,0.0,0.0,0.0,0.0,15.0,9.0,9.0,441530.0,162.0,0.0,32,10,67,JAD0609,2010-08-26,0,809.0
2,1,1,0.0,0.0,0.0,0.0,9.0,6.0,3.0,253174.0,95.0,5.0,35,11,39,AIP0394,2010-08-31,0,760.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,35421.0,10.0,0.0,30,12,4,HDJ0446,2010-10-01,0,143.0
1,0,1,0.0,0.0,0.0,0.0,18.0,14.0,1.0,506993.0,190.0,0.0,9,6,32,BTS0011,2011-02-02,0,1591.0
1,0,1,0.0,0.0,0.0,0.0,9.0,3.0,0.0,271612.0,95.0,1.0,7,14,31,NCK0421,2011-05-11,0,1589.0
1,1,1,2.0,0.0,0.0,0.0,9.0,7.0,0.0,268248.0,100.0,9.0,24,5,36,RMW0542,2010-07-08,1,820.0
1,0,1,1.0,0.0,0.0,0.0,15.0,6.0,0.0,418969.0,170.0,3.0,32,10,7,KRL0501,2010-12-10,1,1781.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,68822.0,10.0,0.0,30,12,50,FPC0954,2010-03-30,0,20.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26433.0,10.0,0.0,30,12,65,JRL0574,2010-04-12,0,92.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,0.0,276485.0,95.0,0.0,10,7,27,JKB0126,2010-04-15,0,354.0
2,0,2,0.0,0.0,0.0,0.0,15.0,1.0,6.0,423518.0,153.0,0.0,32,10,47,CPG0322,2010-11-18,0,1463.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,4.0,270329.0,95.0,17.0,24,5,41,DLF0377,2011-04-19,0,962.0
2,1,1,6.0,3.0,4.0,3.0,9.0,0.0,7.0,214189.0,95.0,1.0,18,1,30,RHL0992,2010-08-20,1,1052.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,2.0,73033.0,29.0,0.0,39,15,35,DKB0631,2010-11-01,0,484.0
1,0,1,0.0,0.0,0.0,0.0,15.0,8.0,5.0,401178.0,162.0,0.0,32,10,46,UJC0737,2011-05-12,0,1905.0
1,0,1,0.0,0.0,0.0,0.0,9.0,3.0,1.0,257613.0,95.0,5.0,10,14,22,ABC0253,2010-08-16,0,570.0
1,0,1,1.0,0.0,4.0,4.0,3.0,1.0,1.0,125533.0,29.0,2.0,39,15,9,SAB0781,2010-11-18,0,1002.0
6,10,6,0.0,0.0,0.0,0.0,11.0,3.0,0.0,270051.0,114.0,0.0,17,21,25,QNP0216,2010-06-07,0,961.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54827.0,10.0,0.0,30,12,54,JCR0289,2010-11-24,0,238.0
1,0,1,7.0,0.0,5.0,5.0,1.0,0.0,0.0,30011.0,10.0,0.0,30,12,50,HXL0968,2010-10-06,1,465.0
5,6,5,6.0,3.0,24.0,23.0,14.0,4.0,10.0,358899.0,119.0,0.0,17,21,25,MOS0047,2010-07-20,1,2539.0
2,1,1,1.0,0.0,9.0,8.0,8.0,5.0,3.0,219004.0,95.0,0.0,35,11,39,VCC0396,2010-02-25,0,368.0
1,0,1,0.0,0.0,0.0,0.0,15.0,1.0,9.0,465336.0,162.0,0.0,32,10,7,CJC0494,2010-07-12,0,529.0
4,1,2,0.0,0.0,0.0,0.0,9.0,0.0,13.0,295329.0,100.0,17.0,24,5,53,CJF0802,2010-05-20,0,226.0
1,0,1,0.0,0.0,0.0,0.0,11.0,6.0,0.0,373794.0,114.0,0.0,1,22,32,TCD0009,2010-03-04,0,161.0
1,1,1,7.0,0.0,8.0,8.0,9.0,1.0,0.0,271482.0,99.0,2.0,24,5,36,RMW0542,2010-07-21,1,873.0
1,0,1,5.0,0.0,8.0,7.0,14.0,2.0,6.0,364960.0,162.0,0.0,32,10,67,FSC0601,2011-03-17,1,2308.0
2,0,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,42615.0,9.0,0.0,30,12,54,CCM0136,2011-02-21,0,362.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,6.0,255749.0,95.0,2.0,6,11,56,DOP0562,2011-01-20,0,977.0
1,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,36853.0,15.0,0.0,30,12,65,MDH0580,2011-01-19,1,821.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,1.0,230769.0,95.0,1.0,35,11,61,ABN0239,2010-01-28,0,65.0
2,1,1,1.0,0.0,13.0,12.0,9.0,3.0,5.0,245836.0,90.0,6.0,35,11,61,HVF0067,2011-03-11,0,2749.0
1,0,1,0.0,0.0,0.0,0.0,9.0,6.0,1.0,232022.0,95.0,0.0,7,11,61,HGG0240,2010-08-05,0,711.0
1,0,1,0.0,0.0,0.0,0.0,15.0,2.0,3.0,466448.0,162.0,2.0,32,10,34,JCW0858,2011-03-21,0,1985.0
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,30,KCO0122,2010-04-17,0,766.0
1,0,1,0.0,0.0,0.0,0.0,15.0,7.0,13.0,498795.0,162.0,3.0,32,10,67,DMM0623,2011-01-20,0,1514.0
2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43147.0,10.0,0.0,30,12,3,PMV0850,2011-05-04,0,1033.0
1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30,12,50,ICS0956,2010-09-13,0,55.0
2,2,1,0.0,0.0,0.0,0.0,10.0,2.0,0.0,280045.0,143.0,0.0,22,21,24,FAW0032,2010-07-16,1,650.0
1,1,1,1.0,0.0,7.0,6.0,9.0,4.0,3.0,275777.0,95.0,9.0,37,14,31,AHM0410,2010-04-02,0,529.0
1,0,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,28657.0,14.0,0.0,30,12,1,RAR0725,2010-08-03,1,315.0
1,0,1,0.0,0.0,0.0,0.0,27.0,5.0,3.0,815193.0,285.0,0.0,41,22,48,KWC0004,2010-06-15,0,1516.0
1,0,1,1.0,0.0,0.0,0.0,3.0,2.0,1.0,82687.0,14.0,0.0,30,12,54,EGD0132,2010-08-16,1,423.0
2,1,1,7.0,3.0,4.0,3.0,10.0,0.0,4.0,301708.0,95.0,0.0,18,1,30,RHL0992,2010-08-26,1,1081.0
1,0,1,0.0,0.0,0.0,0.0,9.0,7.0,1.0,259442.0,95.0,0.0,7,14,28,OMS0101,2010-03-16,0,185.0
1,0,1,6.0,0.0,11.0,10.0,1.0,1.0,0.0,23610.0,10.0,0.0,30,12,50,HXL0968,2010-10-25,1,516.0
1,1,1,1.0,0.0,4.0,4.0,11.0,1.0,2.0,368464.0,123.0,3.0,2,8,62,VSS0154,2010-09-17,1,1011.0
2,0,1,2.0,0.0,8.0,6.0,9.0,2.0,3.0,278560.0,95.0,0.0,37,14,28,JMK0099,2011-04-27,0,1973.0
2,0,2,0.0,0.0,0.0,0.0,9.0,2.0,14.0,288931.0,95.0,0.0,12,15,55,BHC0665,2010-01-25,0,31.0
1,0,1,0.0,0.0,0.0,0.0,15.0,1.0,7.0,451163.0,162.0,0.0,32,10,7,KAT0489,2010-01-25,0,50.0
2,2,2,3.0,1.0,5.0,5.0,11.0,7.0,8.0,353794.0,114.0,0.0,17,21,25,CCA0046,2010-05-25,0,1774.0
2,0,1,1.0,0.0,7.0,5.0,3.0,0.0,0.0,75233.0,29.0,0.0,39,15,9,HAH0760,2010-01-12,0,30.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100855.0,29.0,0.0,39,15,35,OSH0655,2010-01-15,0,21.0
1,0,1,0.0,0.0,0.0,0.0,8.0,7.0,0.0,194466.0,95.0,6.0,24,5,53,OCB0805,2011-02-11,0,943.0
1,0,1,0.0,0.0,0.0,0.0,9.0,4.0,12.0,297004.0,95.0,0.0,36,16,44,EIM0156,2010-08-24,0,562.0
2,1,2,0.0,0.0,0.0,0.0,9.0,9.0,8.0,244011.0,95.0,0.0,27,20,2,LNS0989,2010-10-18,0,953.0
2,0,1,2.0,0.0,5.0,4.0,3.0,2.0,3.0,106456.0,14.0,0.0,30,12,50,TNM0961,2010-10-25,1,463.0
3,0,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25139.0,10.0,1.0,30,12,50,TDG0962,2010-01-19,0,4.0
2,1,2,0.0,0.0,0.0,0.0,9.0,4.0,6.0,312285.0,95.0,0.0,25,14,49,ESH0283,2010-02-08,0,206.0
2,0,1,0.0,0.0,0.0,0.0,8.0,8.0,3.0,235432.0,95.0,0.0,35,11,61,ABN0239,2010-03-26,0,209.0
2,0,1,0.0,0.0,0.0,0.0,19.0,2.0,11.0,603309.0,190.0,1.0,9,11,40,TVS0050,2010-04-29,0,343.0
1,0,1,0.0,0.0,0.0,0.0,13.0,5.0,5.0,343187.0,143.0,2.0,22,21,24,FAW0032,2011-03-17,0,1471.0
1,1,1,7.0,1.0,3.0,3.0,11.0,6.0,9.0,384270.0,114.0,6.0,2,8,62,VSS0154,2010-10-22,1,1167.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,6.0,274524.0,95.0,3.0,10,7,27,TJD0996,2010-03-17,0,170.0
1,1,1,0.0,0.0,0.0,0.0,9.0,6.0,2.0,295859.0,95.0,0.0,25,7,27,TTD1000,2010-07-21,0,805.0
2,0,1,9.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,95.0,21.0,35,11,14,LBH0942,2010-05-21,0,3113.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,85247.0,29.0,0.0,39,15,9,SKG0759,2010-04-08,0,83.0
2,2,1,0.0,0.0,0.0,0.0,10.0,1.0,3.0,345723.0,108.0,0.0,1,18,42,SPA0141,2010-12-14,0,726.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26910.0,10.0,0.0,30,12,54,AMJ0297,2010-06-14,0,109.0
1,1,1,0.0,0.0,0.0,0.0,9.0,1.0,5.0,283449.0,95.0,22.0,37,14,31,RGN0408,2010-04-30,0,212.0
1,0,1,0.0,0.0,0.0,0.0,16.0,9.0,11.0,546591.0,153.0,0.0,32,10,34,ATE0869,2010-04-16,0,764.0
1,0,1,0.0,0.0,0.0,0.0,11.0,2.0,3.0,339950.0,114.0,0.0,1,22,58,GRC0145,2011-02-04,0,1268.0
1,0,1,4.0,0.0,5.0,4.0,1.0,1.0,0.0,16932.0,15.0,1.0,30,12,50,HXL0968,2010-09-23,1,433.0
1,1,1,8.0,0.0,23.0,17.0,6.0,5.0,4.0,187258.0,120.0,0.0,31,4,5,HSB0196,2011-04-20,0,12129.0
2,0,1,1.0,0.0,0.0,0.0,13.0,10.0,3.0,381637.0,143.0,2.0,22,11,59,SBH0537,2010-08-04,0,1132.0
1,0,1,3.0,0.0,6.0,6.0,16.0,5.0,10.0,444268.0,162.0,0.0,32,10,34,OCS0865,2010-11-08,0,2195.0
1,1,1,0.0,0.0,0.0,0.0,9.0,7.0,5.0,203237.0,95.0,2.0,6,11,51,NKH0807,2010-02-26,0,137.0
2,0,1,2.0,0.0,8.0,6.0,8.0,1.0,3.0,265434.0,95.0,5.0,37,14,31,AHM0410,2011-04-04,0,2766.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,4.0,299238.0,95.0,5.0,35,11,14,JGM0934,2010-11-23,0,915.0
2,0,1,0.0,0.0,0.0,0.0,10.0,1.0,5.0,297130.0,95.0,0.0,11,13,66,JJM0203,2010-10-18,1,969.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29409.0,10.0,0.0,30,12,3,LJB0826,2010-12-28,0,315.0
2,1,1,4.0,0.0,0.0,0.0,11.0,6.0,9.0,395653.0,120.0,0.0,1,5,38,AKR0057,2010-10-11,1,1380.0
1,0,1,0.0,0.0,0.0,0.0,15.0,9.0,12.0,459658.0,162.0,0.0,32,10,47,HKI0171,2010-10-28,0,1523.0
1,0,1,0.0,0.0,0.0,0.0,5.0,0.0,0.0,185222.0,143.0,0.0,22,10,21,MAW0166,2011-01-19,0,981.0
2,0,1,6.0,0.0,9.0,9.0,1.0,0.0,0.0,27991.0,10.0,0.0,30,12,50,TNM0961,2010-12-02,1,545.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24192.0,10.0,0.0,30,12,54,CLS0296,2010-02-17,0,23.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,0.0,271925.0,95.0,2.0,24,5,52,SEJ0677,2010-02-01,0,59.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,8.0,253539.0,95.0,10.0,35,11,39,ADC0391,2010-06-09,0,457.0
1,0,1,3.0,0.0,3.0,3.0,14.0,9.0,16.0,380422.0,170.0,2.0,32,10,67,FSC0601,2011-01-26,1,2030.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,1.0,231798.0,114.0,7.0,31,4,5,SAT0194,2011-04-27,0,1825.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,6.0,36810.0,10.0,1.0,30,12,50,LRW0970,2010-12-27,0,70.0
1,1,1,5.0,0.0,7.0,6.0,10.0,4.0,0.0,315502.0,95.0,11.0,37,14,31,HBO0413,2011-03-28,1,2193.0
1,1,1,0.0,0.0,0.0,0.0,9.0,7.0,3.0,282181.0,95.0,0.0,35,11,61,TMA0069,2010-06-04,0,434.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28109.0,10.0,0.0,30,12,1,MKG0711,2011-03-14,0,134.0
1,0,1,0.0,0.0,0.0,0.0,15.0,1.0,6.0,486547.0,162.0,0.0,32,10,7,CJC0494,2010-11-18,0,867.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30966.0,10.0,1.0,30,12,65,SOB0586,2010-11-18,0,311.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18836.0,10.0,0.0,30,12,3,PTH0830,2011-04-11,0,558.0
1,0,1,0.0,0.0,0.0,0.0,14.0,6.0,0.0,428107.0,143.0,2.0,20,5,57,KDS0349,2010-10-26,0,1373.0
1,0,1,3.0,0.0,2.0,2.0,15.0,3.0,0.0,426334.0,166.0,2.0,32,10,7,KRL0501,2010-12-20,1,1832.0
1,1,1,6.0,0.0,8.0,5.0,9.0,0.0,0.0,306092.0,95.0,2.0,37,14,31,HBO0413,2011-04-07,1,2259.0
1,1,1,2.0,0.0,3.0,3.0,8.0,5.0,0.0,242648.0,97.0,0.0,10,14,49,DIB0285,2010-07-26,1,848.0
1,0,1,0.0,0.0,0.0,0.0,3.0,2.0,0.0,52147.0,29.0,0.0,39,15,9,NMF0780,2010-01-27,0,13.0
5,4,4,4.0,1.0,1.0,1.0,11.0,5.0,8.0,330089.0,114.0,14.0,17,21,26,HDS0367,2010-05-24,0,2098.0
2,1,1,0.0,0.0,0.0,0.0,9.0,2.0,5.0,283084.0,100.0,1.0,15,19,64,CRO0027,2011-01-06,0,1130.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,31767.0,29.0,2.0,39,15,11,CNB0900,2011-03-04,0,640.0
1,1,1,0.0,0.0,0.0,0.0,15.0,12.0,8.0,401061.0,162.0,0.0,32,10,34,MAH0864,2010-06-15,0,426.0
1,0,1,8.0,0.0,15.0,11.0,1.0,0.0,0.0,18944.0,9.0,0.0,30,12,50,AVM0947,2010-08-20,0,3204.0
1,1,1,2.0,0.0,0.0,0.0,10.0,2.0,0.0,242619.0,95.0,0.0,40,14,49,CEJ0109,2011-03-23,1,1885.0
2,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45654.0,10.0,0.0,30,12,3,PMV0850,2010-02-16,0,96.0
1,0,1,3.0,0.0,4.0,2.0,11.0,1.0,4.0,309905.0,121.0,1.0,1,2,18,DRR0162,2010-12-07,1,1372.0
2,1,1,1.0,1.0,27.0,23.0,10.0,1.0,14.0,335730.0,95.0,0.0,24,5,45,XWD0923,2010-01-08,0,105.0
1,0,1,0.0,0.0,0.0,0.0,15.0,9.0,2.0,459092.0,153.0,6.0,32,10,47,AJH0175,2010-06-15,0,732.0
1,0,1,0.0,0.0,0.0,0.0,9.0,3.0,0.0,261244.0,95.0,10.0,25,14,33,MHG0244,2010-02-23,0,129.0
1,0,1,0.0,0.0,0.0,0.0,9.0,7.0,7.0,274364.0,95.0,6.0,35,11,56,KSH0569,2010-03-16,0,141.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46636.0,10.0,0.0,30,12,50,NMB0972,2010-03-29,0,26.0
1,0,1,0.0,0.0,0.0,0.0,9.0,1.0,0.0,294471.0,95.0,1.0,37,14,28,DVW0103,2010-10-20,0,609.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,60315.0,29.0,0.0,39,15,29,HCC0344,2010-05-07,0,175.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,77292.0,29.0,0.0,39,15,29,AGB0186,2010-04-30,0,147.0
2,1,1,0.0,0.0,0.0,0.0,3.0,2.0,1.0,62449.0,29.0,0.0,39,15,35,HWH0646,2011-03-21,0,686.0
2,0,1,0.0,0.0,0.0,0.0,7.0,2.0,3.0,181609.0,285.0,0.0,41,22,48,TVS0006,2010-06-22,0,1135.0
2,1,1,0.0,0.0,0.0,0.0,7.0,0.0,6.0,216488.0,90.0,0.0,40,14,49,IUY0279,2010-07-16,0,660.0
2,1,1,1.0,0.0,3.0,2.0,11.0,0.0,13.0,343307.0,114.0,5.0,1,21,24,JDC0030,2010-01-08,0,48.0
1,0,1,0.0,0.0,0.0,0.0,14.0,9.0,4.0,417431.0,143.0,1.0,22,10,21,HDD0789,2011-01-20,0,959.0
1,0,1,3.0,0.0,5.0,4.0,2.0,1.0,1.0,40302.0,13.0,0.0,30,12,54,PNL0301,2010-06-29,1,325.0
1,0,1,0.0,0.0,0.0,0.0,15.0,2.0,0.0,431696.0,162.0,0.0,32,10,46,MHG0733,2011-05-12,0,2242.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24818.0,10.0,0.0,30,12,50,SBN0971,2010-08-31,0,284.0
2,0,1,0.0,0.0,0.0,0.0,9.0,6.0,12.0,300116.0,95.0,0.0,40,14,15,IJM0444,2010-02-05,0,161.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,21.0,264430.0,95.0,10.0,33,5,41,RJM0381,2011-04-15,0,1056.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,73382.0,29.0,4.0,39,15,29,JSH0330,2010-05-27,0,219.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35219.0,10.0,0.0,30,12,1,XLB0710,2010-09-21,0,53.0
2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18739.0,10.0,0.0,30,12,1,CQH0701,2010-12-27,0,265.0
2,0,1,2.0,0.0,1.0,1.0,15.0,10.0,5.0,438414.0,171.0,2.0,32,10,47,ABC0174,2010-11-17,1,2211.0
1,0,1,5.0,0.0,9.0,8.0,9.0,6.0,4.0,250160.0,95.0,0.0,7,11,61,CCL0068,2011-02-03,1,1526.0
1,0,1,0.0,0.0,0.0,0.0,27.0,14.0,5.0,821055.0,285.0,8.0,41,22,48,KWC0004,2010-10-08,0,2498.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,0.0,303521.0,95.0,0.0,7,11,14,VEB0935,2010-02-26,0,127.0
