user,total_events,active_days,unique_pcs,unique_sources,first_activity,last_activity,total_logins,midnight_activity,after_hours_activity,weekend_activity,device_events,file_events,unique_files,emails_sent,web_events,unique_urls,average_hour,earliest_hour,latest_hour,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_score,prediction
RKF0164,35326,335,1,3,2010-01-04 07:07:00,2011-04-29 16:21:00,670,0,0,0,0,0,0,2926,31730,355,11.28667270565589,7,16,40,42,17,18,42,0.42823462953543934,Normal
AAF0791,36574,346,1,3,2010-01-04 08:06:00,2011-05-16 17:14:00,692,0,0,0,0,0,0,3012,32870,357,12.257778749931646,8,17,14,40,40,50,34,0.4280935919603235,Normal
OLB0749,17516,98,1,3,2010-01-04 07:55:00,2010-05-20 16:56:00,196,0,0,0,0,0,0,1444,15876,128,12.009248686914821,7,17,43,35,20,39,36,0.4278179748787139,Normal
LHB0606,14609,82,1,3,2010-01-04 07:58:00,2010-04-28 16:56:00,164,0,0,0,0,0,0,1161,13284,264,11.952700390170444,7,17,37,38,15,27,27,0.42757326109848204,Normal
DPM0423,40335,346,2,5,2010-01-04 07:56:00,2011-05-16 18:05:00,914,0,586,0,2131,1403,1403,3017,32870,149,12.48169083922152,7,18,37,38,38,15,27,0.427399951366638,Normal
EMW0772,12195,346,3,5,2010-01-04 08:16:00,2011-05-16 16:27:00,722,0,0,0,260,181,181,998,10034,171,12.029356293562936,8,16,46,41,20,12,28,0.42676419062950255,Normal
GQF0659,11728,346,1,3,2010-01-04 09:06:00,2011-05-16 21:02:00,692,0,3544,0,0,0,0,1002,10034,137,14.758015006821282,9,21,40,16,30,29,28,0.42629521351151123,Normal
XHG0902,11739,346,1,3,2010-01-04 09:08:00,2011-05-16 18:09:00,692,0,882,0,0,0,0,1013,10034,167,13.277451230939603,9,18,44,35,23,47,14,0.426288158077363,Normal
ETR0177,43733,346,1,3,2010-01-04 08:45:00,2011-05-16 18:41:00,692,0,4614,0,0,0,0,3711,39330,109,13.273889282692704,8,19,18,15,41,26,39,0.42619732227785556,Normal
CIM0926,24219,229,2,3,2010-01-04 08:22:00,2010-11-24 19:44:00,460,0,3875,0,0,0,0,2004,21755,151,13.476072505058012,8,19,31,25,41,17,31,0.4260289592061121,Normal
BTS0011,72362,346,1,3,2010-01-04 07:19:00,2011-05-16 15:30:00,692,0,0,0,0,0,0,5930,65740,164,10.996365495702165,7,15,25,42,16,25,29,0.42543046867161194,Normal
FIR0920,36754,346,2,3,2010-01-04 08:23:00,2011-05-16 19:25:00,878,0,6057,0,0,0,0,3006,32870,108,13.473771562278936,8,19,40,11,44,20,27,0.42534810927203337,Normal
RSM0277,38146,346,3,5,2010-01-04 07:14:00,2011-05-16 17:16:00,1205,0,0,0,780,393,393,2993,32775,169,11.83523829497195,7,17,37,38,20,50,22,0.4249402539750394,Normal
NSC0597,4509,346,3,3,2010-01-04 08:22:00,2011-05-16 18:16:00,726,0,724,0,0,0,0,333,3450,80,13.033488578398758,8,18,19,13,11,44,31,0.42486349145089175,Normal
AQD0820,36580,346,1,3,2010-01-04 08:29:00,2011-05-16 20:29:00,692,0,8376,0,0,0,0,3018,32870,224,13.976708583925642,8,20,41,31,27,24,39,0.42482090492170393,Normal
UBF0645,11702,346,1,3,2010-01-04 09:02:00,2011-05-16 21:29:00,692,0,3502,0,0,0,0,1005,10005,164,14.736028029396685,9,21,34,20,34,23,31,0.42466400444151436,Normal
CLD0894,11737,346,1,3,2010-01-04 09:05:00,2011-05-16 18:04:00,692,0,863,0,0,0,0,1011,10034,170,13.248019084945046,9,18,19,21,50,16,36,0.4245780854367548,Normal
BLB0114,35265,346,2,3,2010-01-04 09:09:00,2011-05-16 18:16:00,1109,0,2245,0,0,0,0,3016,31140,179,13.275599035871261,9,18,38,48,41,15,22,0.42435183949124705,Normal
CKB0482,61780,346,1,3,2010-01-04 08:03:00,2011-05-16 17:14:00,692,0,0,0,0,0,0,5036,56052,354,12.257381029459372,8,17,36,48,37,46,25,0.4242141289223497,Normal
DVM0265,38418,346,3,3,2010-01-04 07:29:00,2011-05-16 15:30:00,796,0,0,0,0,0,0,3022,34600,76,10.97365818106096,7,15,47,40,10,24,31,0.4239603648931377,Normal
CNE0352,72382,346,1,3,2010-01-04 07:53:00,2011-05-16 16:55:00,692,0,0,0,0,0,0,5950,65740,70,11.99115802271283,7,17,39,22,44,15,30,0.4239516256652492,Normal
AOS0987,35306,346,3,3,2010-01-04 09:06:00,2011-05-16 18:24:00,1149,0,2052,0,0,0,0,3017,31140,251,13.314224211182236,9,18,16,32,40,30,27,0.42380551402570393,Normal
CLF0852,62236,346,3,3,2010-01-04 07:34:00,2011-05-16 17:48:00,1196,0,9,0,0,0,0,4988,56052,366,12.290651712835015,7,18,36,45,28,18,26,0.4235477911147826,Normal
TLH0648,11737,346,1,3,2010-01-04 09:14:00,2011-05-16 21:12:00,692,0,3515,0,0,0,0,1011,10034,182,14.757348555849024,9,21,32,35,18,24,26,0.4234978274157836,Normal
NCH0179,43843,346,1,3,2010-01-04 07:10:00,2011-05-16 18:01:00,692,0,1682,0,0,0,0,3707,39444,312,12.221198366900076,7,18,17,12,40,17,25,0.4233306692404238,Normal
LDB0090,43793,346,1,3,2010-01-04 07:21:00,2011-05-16 15:20:00,692,0,0,0,0,0,0,3657,39444,303,10.96625031397712,7,15,40,14,39,41,34,0.42322901081620157,Normal
IIL0513,15377,439,1,3,2010-01-03 08:48:00,2011-05-16 16:54:00,878,0,0,3083,0,0,0,1329,13170,255,12.525980360278337,8,17,37,13,26,38,34,0.42310921511549193,Normal
BCB0679,30072,281,3,3,2010-01-04 07:50:00,2011-02-11 16:08:00,938,0,0,0,0,0,0,2439,26695,357,11.557861133280127,7,16,46,36,39,31,31,0.42291574647786473,Normal
KJJ0293,6125,346,2,5,2010-01-04 08:50:00,2011-05-16 17:59:00,1115,0,271,0,687,530,530,333,3460,119,13.080163265306123,8,18,41,42,23,39,33,0.4226814037098909,Normal
ICS0956,3256,251,1,3,2010-01-04 07:02:00,2010-12-30 16:10:00,502,0,0,0,0,0,0,244,2510,88,11.252149877149877,7,16,22,20,18,35,26,0.4220279265256351,Normal
SOF0808,36589,346,1,3,2010-01-04 08:21:00,2011-05-16 20:42:00,692,0,8755,0,0,0,0,3027,32870,195,14.00174915958348,8,20,45,40,38,22,27,0.4218697499945178,Normal
MHH0180,8962,274,1,3,2010-01-02 07:08:00,2010-12-02 18:26:00,759,0,644,1211,0,0,0,805,7398,188,12.327493862977015,7,18,19,41,35,10,29,0.42181409973097544,Normal
JCW0858,61725,346,1,3,2010-01-04 07:41:00,2011-05-16 17:40:00,692,0,13,0,0,0,0,4981,56052,292,12.251130012150668,7,18,14,35,22,41,39,0.4217404576539914,Normal
ZJE0857,65602,367,2,3,2010-01-04 07:35:00,2011-05-16 17:42:00,786,0,12,2676,0,0,0,5362,59454,270,12.214841010944788,7,18,35,34,36,38,31,0.4216977245067927,Normal
KKS0119,55123,346,1,3,2010-01-04 07:10:00,2011-05-16 17:13:00,961,0,0,0,0,0,0,4684,49478,409,11.808265152477187,7,17,15,28,39,33,27,0.4216428280545942,Normal
WKF0012,72488,346,1,3,2010-01-04 07:39:00,2011-05-16 17:43:00,692,0,10,0,0,0,0,6056,65740,217,12.256745944156274,7,18,37,44,20,45,23,0.4216155516952204,Normal
CJV0286,12003,346,1,3,2010-01-04 09:04:00,2011-05-16 18:18:00,963,0,804,0,0,0,0,1006,10034,158,13.301507956344247,9,18,18,14,17,13,26,0.421312937041905,Normal
CFG0959,4672,346,2,3,2010-01-04 07:14:00,2011-05-16 16:15:00,874,0,0,0,0,0,0,338,3460,41,11.261772260273972,7,16,42,21,24,17,20,0.4212950427101094,Normal
IJW0851,61785,346,1,3,2010-01-04 07:45:00,2011-05-16 17:55:00,692,0,11,0,0,0,0,5041,56052,207,12.259302419681152,7,18,21,10,10,18,34,0.4212315585308471,Normal
GCG0951,4870,346,2,3,2010-01-04 07:08:00,2011-05-16 16:14:00,1035,0,0,0,0,0,0,375,3460,81,11.339014373716632,7,16,33,33,25,19,44,0.42116338210142407,Normal
JSA0775,11717,346,1,3,2010-01-04 08:19:00,2011-05-16 16:31:00,692,0,0,0,0,0,0,991,10034,314,11.96142357258684,8,16,50,46,42,19,33,0.42101473269006173,Normal
FSB0399,35419,335,1,3,2010-01-04 07:52:00,2011-04-29 19:05:00,670,0,4328,0,0,0,0,2924,31825,329,13.002823343403259,7,19,23,22,15,37,26,0.4209521934734485,Normal
BLL0929,36543,346,1,3,2010-01-04 07:13:00,2011-05-16 16:27:00,692,0,0,0,0,0,0,2981,32870,271,11.224858386011,7,16,44,49,10,41,39,0.4209223278436595,Normal
ORG0339,11749,346,1,3,2010-01-04 07:08:00,2011-05-16 18:14:00,692,0,778,0,0,0,0,1023,10034,110,12.233211337135076,7,18,50,28,46,47,20,0.4208806837155517,Normal
JJM0203,24022,211,2,5,2010-01-04 07:14:00,2010-10-29 17:26:00,686,0,0,0,854,425,425,1876,20181,181,11.814253600865873,7,17,37,36,18,30,28,0.4208772140878018,Normal
HTF0641,11745,346,1,3,2010-01-04 09:04:00,2011-05-16 21:11:00,692,0,3503,0,0,0,0,1019,10034,151,14.740229885057472,9,21,38,24,18,22,28,0.4207483337007417,Normal
HKI0171,61714,346,1,3,2010-01-04 07:40:00,2011-05-16 15:51:00,691,0,0,0,0,0,0,4971,56052,335,11.270651715980167,7,16,31,17,30,45,27,0.420738966161611,Normal
TSR0676,40536,346,1,5,2010-01-04 07:57:00,2011-05-16 16:07:00,965,0,0,0,1424,532,532,3015,34600,194,11.522868561278862,7,16,43,40,26,19,33,0.4206467028207829,Normal
PKB0281,36583,346,1,3,2010-01-04 09:10:00,2011-05-16 18:09:00,692,0,1794,0,0,0,0,3021,32870,105,13.248940764836126,9,18,39,12,44,26,25,0.42051856113894337,Normal
NWT0098,35903,319,1,5,2010-01-04 07:07:00,2011-04-06 17:17:00,638,0,0,0,1299,702,702,2829,30435,260,11.743948973623374,7,17,35,39,26,36,33,0.4204092704121842,Normal
ENC0234,27644,259,2,3,2010-01-04 07:49:00,2011-01-12 18:55:00,771,0,3499,0,0,0,0,2268,24605,114,13.04803935754594,7,19,21,23,32,19,23,0.4201026066358454,Normal
AAE0190,54881,346,1,3,2010-01-04 08:09:00,2011-05-16 18:10:00,692,0,2652,0,0,0,0,4711,49478,230,12.761921247790674,8,18,36,30,14,50,29,0.41988414613556135,Normal
SEJ0677,18607,176,1,3,2010-01-04 07:48:00,2010-09-10 15:59:00,352,0,0,0,0,0,0,1535,16720,122,11.43607244585371,7,16,44,39,23,36,25,0.4195268048136105,Normal
HKF0831,4488,346,1,3,2010-01-04 08:15:00,2011-05-16 19:43:00,692,0,1083,0,0,0,0,336,3460,123,13.490641711229946,8,19,23,42,49,21,24,0.4191991927753278,Normal
BXJ0010,72490,346,1,3,2010-01-04 07:57:00,2011-05-16 17:51:00,692,0,755,0,0,0,0,6058,65740,168,12.489888260449717,7,18,46,24,30,35,34,0.41885679484066085,Normal
ADF0397,36600,346,1,3,2010-01-04 07:52:00,2011-05-16 19:14:00,692,0,4581,0,0,0,0,3038,32870,284,13.034890710382514,7,19,39,16,10,40,35,0.4188225904668727,Normal
ELB0847,4548,346,3,3,2010-01-04 08:28:00,2011-05-16 19:23:00,762,0,1129,0,0,0,0,336,3450,95,13.558047493403693,8,19,12,17,16,19,28,0.4188042621434097,Normal
CBG0398,36581,346,1,3,2010-01-04 07:48:00,2011-05-16 18:50:00,692,0,4357,0,0,0,0,3019,32870,279,12.950657445121784,7,19,40,21,41,10,24,0.4187983437962539,Normal
TQS0212,54843,346,7,3,2010-01-04 07:45:00,2011-05-16 15:44:00,704,0,0,0,0,0,0,4661,49478,179,11.281293875243877,7,16,14,42,45,20,27,0.41821099689941027,Normal
ASV0946,4737,346,1,3,2010-01-04 07:12:00,2011-05-16 16:25:00,956,0,0,0,0,0,0,331,3450,116,11.34768841038632,7,16,35,12,46,17,26,0.41818037374306233,Normal
ABM0845,4802,346,2,3,2010-01-04 08:21:00,2011-05-16 19:30:00,1002,0,1098,0,0,0,0,340,3460,173,13.44856309870887,8,19,45,21,35,50,29,0.4179393784852971,Normal
ARB0881,11742,346,1,3,2010-01-04 09:11:00,2011-05-16 18:23:00,692,0,936,0,0,0,0,1016,10034,167,13.22100153295861,9,18,38,46,43,10,35,0.41766341265204493,Normal
FPC0954,4492,346,1,3,2010-01-04 07:11:00,2011-05-16 16:30:00,692,0,0,0,0,0,0,340,3460,67,11.379118432769367,7,16,22,25,50,20,27,0.41765542879393464,Normal
SDB0106,37021,346,3,3,2010-01-04 09:12:00,2011-05-16 18:15:00,1120,0,2261,0,0,0,0,3031,32870,213,13.271035358310149,9,18,35,46,26,27,37,0.4173095508357143,Normal
SGB0140,4985,346,3,3,2010-01-04 08:57:00,2011-05-16 18:05:00,1189,0,292,0,0,0,0,336,3460,142,13.058375125376129,8,18,50,45,40,16,24,0.41726207443982183,Normal
MIM0712,4491,346,1,3,2010-01-04 07:42:00,2011-05-16 16:39:00,692,0,0,0,0,0,0,339,3460,53,11.769539078156313,7,17,16,15,39,23,22,0.4172049291479894,Normal
KPP0452,4493,346,1,3,2010-01-04 07:53:00,2011-05-16 18:04:00,692,0,271,0,0,0,0,341,3460,71,12.488537725350545,7,18,44,46,44,16,19,0.41711627805726537,Normal
PBP0002,43651,346,1,3,2010-01-04 07:59:00,2011-05-16 15:03:00,692,0,0,0,0,0,0,3629,39330,116,10.969072873473689,7,15,49,35,23,10,27,0.4170246426088455,Normal
SBD0913,11734,346,1,3,2010-01-04 07:10:00,2011-05-16 16:11:00,692,0,0,0,0,0,0,1008,10034,216,11.28413158343276,7,16,45,16,19,19,42,0.41697622773901627,Normal
WGR0833,4491,346,1,3,2010-01-04 08:22:00,2011-05-16 19:29:00,692,0,1075,0,0,0,0,339,3460,92,13.47339122689824,8,19,38,46,24,38,42,0.4169006879237704,Normal
FBW0747,65457,366,3,3,2010-01-04 07:54:00,2011-05-16 17:10:00,796,0,0,3401,0,0,0,5369,59292,187,11.97431901859236,7,17,43,45,35,25,28,0.4167415439339279,Normal
KMW0545,35882,346,1,5,2010-01-04 07:47:00,2011-05-16 18:03:00,967,0,570,0,257,493,493,3025,31140,218,12.5,7,18,19,16,18,23,32,0.41666747920612807,Normal
FAW0032,54909,346,1,3,2010-01-04 07:26:00,2011-05-16 15:30:00,708,0,13,0,0,0,0,4723,49478,161,11.016372543663152,7,20,43,24,17,37,37,0.41615755051244335,Normal
BSB0990,36577,346,1,3,2010-01-04 07:06:00,2011-05-16 15:15:00,692,0,0,0,0,0,0,3015,32870,195,10.697788227574705,7,15,34,44,13,43,37,0.41600994605114966,Normal
NRF0137,4476,346,1,3,2010-01-04 08:49:00,2011-05-16 18:00:00,692,0,400,0,0,0,0,334,3450,120,13.043342269883825,8,18,10,49,38,17,32,0.4159355040927019,Normal
RYB0718,4488,346,1,3,2010-01-04 07:36:00,2011-05-16 16:42:00,692,0,0,0,0,0,0,336,3460,120,11.742647058823529,7,17,19,18,42,13,21,0.4158001338142717,Normal
KRL0062,43827,346,1,3,2010-01-04 07:15:00,2011-05-16 15:27:00,692,0,0,0,0,0,0,3691,39444,285,10.824628653569718,7,15,37,16,17,20,33,0.4157777568758842,Normal
IEB0153,20428,372,2,3,2010-01-04 08:28:00,2011-05-16 18:33:00,766,0,1793,1149,0,0,0,1806,17856,225,13.000391619345995,8,18,44,25,39,24,36,0.4155297681143485,Normal
RNL0695,36859,346,1,3,2010-01-04 08:46:00,2011-05-16 19:12:00,960,0,4933,0,0,0,0,3029,32870,256,13.49008383298516,8,19,47,41,44,19,36,0.41550095818854405,Normal
GAF0570,38602,346,21,3,2010-01-04 09:00:00,2011-05-16 17:49:00,999,0,637,0,0,0,0,3003,34600,214,13.038987617221906,8,18,31,15,38,46,35,0.41545972900199424,Normal
JLW0053,54887,346,1,3,2010-01-04 07:59:00,2011-05-16 19:00:00,692,0,6669,0,0,0,0,4717,49478,115,12.992475449560006,7,19,42,41,18,38,31,0.41533633192952163,Normal
JRL0574,4473,346,1,3,2010-01-04 08:20:00,2011-05-16 18:25:00,692,0,690,0,0,0,0,331,3450,180,13.000223563603845,8,18,19,26,35,47,40,0.4152897346191162,Normal
LOF0311,61774,346,1,3,2010-01-04 07:35:00,2011-05-16 15:47:00,692,0,0,0,0,0,0,5030,56052,230,11.276426975750315,7,16,41,15,36,10,32,0.4152146840183874,Normal
EGK0893,11723,346,1,3,2010-01-04 09:04:00,2011-05-16 18:23:00,692,0,881,0,0,0,0,997,10034,110,13.290284056982001,9,18,21,30,11,47,27,0.4147470892827764,Normal
KES0729,62064,346,3,3,2010-01-04 07:59:00,2011-05-16 16:50:00,998,0,0,0,0,0,0,5014,56052,136,12.064836298014953,7,17,20,10,24,45,31,0.41457771759092593,Normal
KJS0618,61803,346,1,3,2010-01-04 07:45:00,2011-05-16 16:48:00,692,0,0,0,0,0,0,5059,56052,176,12.003543517304985,7,17,19,15,20,10,37,0.41454267487007035,Normal
SAT0194,43785,346,1,3,2010-01-04 08:11:00,2011-05-16 18:05:00,692,0,1925,0,0,0,0,3649,39444,309,12.739796734041338,8,18,14,19,36,23,35,0.4145242428989216,Normal
NKH0979,44342,346,3,3,2010-01-04 07:18:00,2011-05-16 15:27:00,1163,0,0,0,0,0,0,3735,39444,163,11.008231473546525,7,15,30,39,42,22,35,0.4144255460460655,Normal
LRW0970,4489,346,1,3,2010-01-04 07:09:00,2011-05-16 16:15:00,692,0,0,0,0,0,0,337,3460,85,11.231454666963689,7,16,10,26,39,22,28,0.41418638973213,Normal
LMF0980,44096,346,1,3,2010-01-04 07:19:00,2011-05-16 15:38:00,962,0,0,0,0,0,0,3690,39444,187,10.9617425616836,7,15,42,45,12,44,35,0.41412243230656753,Normal
DTT0076,72451,346,1,3,2010-01-04 07:45:00,2011-05-16 16:57:00,692,0,0,0,0,0,0,6019,65740,126,11.727926460642365,7,17,42,16,34,24,28,0.41393077012348956,Normal
LHL0309,61401,346,1,3,2010-01-04 07:40:00,2011-05-16 15:57:00,692,0,0,0,0,0,0,4981,55728,187,11.276607872835948,7,16,19,34,27,46,37,0.41364773660879967,Normal
SAH0599,4486,346,1,3,2010-01-04 08:28:00,2011-05-16 18:24:00,692,0,718,0,0,0,0,334,3460,174,13.023183236736514,8,18,13,22,44,18,22,0.41346349676262684,Normal
BHC0665,36674,346,3,3,2010-01-04 08:25:00,2011-05-16 16:22:00,926,0,0,0,0,0,0,2973,32775,132,12.013960844194797,8,16,14,21,12,12,32,0.41343738632811694,Normal
NHE0919,36865,346,1,3,2010-01-04 08:19:00,2011-05-16 19:24:00,958,0,6024,0,0,0,0,3037,32870,213,13.488322256883222,8,19,25,16,32,21,24,0.4133720015926759,Normal
AIS0405,36557,346,1,3,2010-01-04 07:47:00,2011-05-16 18:58:00,692,0,4597,0,0,0,0,2995,32870,338,12.982383674809203,7,19,40,45,14,37,35,0.41325062965241655,Normal
KJG0910,11717,346,1,3,2010-01-04 09:01:00,2011-05-16 18:26:00,692,0,791,0,0,0,0,991,10034,255,13.32721686438508,9,18,37,10,31,18,29,0.4132234119221515,Normal
TRK0914,36563,346,1,3,2010-01-04 08:24:00,2011-05-16 19:26:00,691,0,6310,0,0,0,0,3002,32870,83,13.521921067746081,8,19,40,19,14,33,30,0.4128649089324545,Normal
CCR0863,61840,346,1,3,2010-01-04 07:40:00,2011-05-16 17:44:00,692,0,8,0,0,0,0,5096,56052,356,12.209298188874515,7,18,20,30,37,14,29,0.41258785660723235,Normal
EGD0409,14927,140,1,3,2010-01-04 07:47:00,2010-07-21 18:01:00,388,0,218,0,0,0,0,1239,13300,115,12.539827158839687,7,18,39,40,22,35,33,0.4125668880910873,Normal
AMJ0297,4482,346,1,3,2010-01-04 08:47:00,2011-05-16 17:59:00,692,0,269,0,0,0,0,330,3460,142,13.039714413208388,8,18,16,43,50,18,28,0.4125521127432053,Normal
BTN0061,37033,346,17,3,2010-01-04 07:56:00,2011-05-16 19:00:00,1132,0,4701,0,0,0,0,3031,32870,150,13.083250074258094,7,19,42,21,22,20,22,0.41254846375400844,Normal
MCS0035,54820,346,1,3,2010-01-04 07:42:00,2011-05-16 15:40:00,692,0,0,0,0,0,0,4650,49478,291,11.211692812842028,7,16,42,17,38,15,33,0.4125325650990777,Normal
BCR0581,4899,346,3,3,2010-01-04 08:20:00,2011-05-16 18:30:00,1110,0,750,0,0,0,0,329,3460,133,13.099816289038579,8,18,20,11,34,36,30,0.4125127810259099,Normal
ETR0428,38468,346,3,3,2010-01-04 07:52:00,2011-05-16 16:52:00,834,0,0,0,0,0,0,3034,34600,363,12.021082458147031,7,17,36,21,40,20,20,0.4124305364857734,Normal
CJC0494,61775,346,1,3,2010-01-04 08:04:00,2011-05-16 17:13:00,692,0,0,0,0,0,0,5031,56052,163,12.218243626062323,8,17,40,39,39,42,42,0.412360136539107,Normal
CCH0685,36926,346,2,3,2010-01-04 08:54:00,2011-05-16 18:56:00,1007,0,5239,0,0,0,0,3049,32870,246,13.556112224448897,8,19,47,24,42,34,29,0.41225799268108054,Normal
TDJ0998,36851,346,1,3,2010-01-04 08:04:00,2011-05-16 19:28:00,968,0,5711,0,0,0,0,3013,32870,138,13.338552549455917,8,19,34,40,10,42,36,0.4122491653520276,Normal
NGO0690,36760,346,1,3,2010-01-04 08:53:00,2011-05-16 18:57:00,968,0,4844,0,0,0,0,3017,32775,284,13.480467899891186,8,19,43,41,41,17,24,0.411662690573758,Normal
EWH0191,55086,346,1,3,2010-01-04 07:20:00,2011-05-16 15:27:00,959,0,0,0,0,0,0,4649,49478,270,10.992212177322731,7,15,33,17,22,23,27,0.41148734774695367,Normal
MLD0755,62073,346,1,3,2010-01-04 07:51:00,2011-05-16 17:09:00,956,0,0,0,0,0,0,5065,56052,281,12.058189551012518,7,17,24,18,19,43,37,0.4114500326135372,Normal
CJM0138,4478,346,1,3,2010-01-04 08:55:00,2011-05-16 17:58:00,692,0,254,0,0,0,0,326,3460,79,12.979231799910675,8,18,10,40,21,17,23,0.41134903725190236,Normal
RMS0266,36469,346,1,3,2010-01-04 07:27:00,2011-05-16 15:33:00,692,0,0,0,0,0,0,3002,32775,332,11.056404069209465,7,15,33,40,25,23,37,0.41132316379178185,Normal
FDE0117,54894,346,1,3,2010-01-04 08:00:00,2011-05-16 19:19:00,692,0,7744,0,0,0,0,4724,49478,196,13.229478631544431,8,19,38,37,32,41,28,0.4111872918287588,Normal
JKM0303,4472,346,1,3,2010-01-04 08:58:00,2011-05-16 17:48:00,692,0,229,0,0,0,0,330,3450,128,12.991726296958856,8,18,46,10,44,15,35,0.41112820905438935,Normal
AHC0142,41249,386,3,3,2010-01-02 07:13:00,2011-05-16 17:25:00,1197,0,0,3521,0,0,0,3382,36670,215,11.792891948895731,7,17,34,23,40,15,26,0.4110921341644776,Normal
GDF0704,4810,346,3,3,2010-01-04 07:45:00,2011-05-16 16:39:00,1012,0,0,0,0,0,0,338,3460,76,11.797920997920999,7,17,25,13,21,29,36,0.41090032005888966,Normal
HDL0748,61598,346,1,3,2010-01-04 07:58:00,2011-05-16 17:02:00,692,0,0,0,0,0,0,5016,55890,260,11.97306730738011,7,17,25,13,46,41,25,0.4108487895054448,Normal
IYB0918,36586,346,1,3,2010-01-04 08:24:00,2011-05-16 19:25:00,692,0,6077,0,0,0,0,3024,32870,158,13.51653638003608,8,19,17,21,42,14,30,0.41076539582081567,Normal
SBQ0786,54686,346,1,3,2010-01-04 08:05:00,2011-05-16 17:27:00,692,0,0,0,0,0,0,4659,49335,318,12.296163551914567,8,17,41,17,19,44,34,0.4107226749942213,Normal
SXM0895,11729,346,1,3,2010-01-04 09:13:00,2011-05-16 18:14:00,692,0,867,0,0,0,0,1003,10034,132,13.267541989939467,9,18,14,18,15,33,25,0.41068877834672696,Normal
MAD0753,61793,346,1,3,2010-01-04 08:00:00,2011-05-16 16:57:00,692,0,0,0,0,0,0,5049,56052,327,12.026297477060508,7,17,50,30,36,41,33,0.41062115796969434,Normal
DLS0383,35076,346,1,3,2010-01-04 08:00:00,2011-05-16 16:03:00,949,0,0,0,0,0,0,2987,31140,218,11.535779450336412,7,16,10,21,12,25,24,0.4102737197611317,Normal
BWH0813,36597,346,1,3,2010-01-04 08:15:00,2011-05-16 20:30:00,692,0,8529,0,0,0,0,3035,32870,178,13.961390277891631,8,20,36,36,33,20,30,0.4101146482089335,Normal
SAC0687,36596,346,1,3,2010-01-04 08:55:00,2011-05-16 19:09:00,692,0,4805,0,0,0,0,3034,32870,224,13.479260028418407,8,19,20,49,37,19,22,0.4098423383802372,Normal
FLM0213,54694,346,1,3,2010-01-04 07:45:00,2011-05-16 15:49:00,691,0,0,0,0,0,0,4668,49335,138,11.254068087907266,7,16,20,41,46,15,24,0.4097478578887268,Normal
XLB0710,4490,346,1,3,2010-01-04 07:37:00,2011-05-16 16:41:00,692,0,0,0,0,0,0,338,3460,52,11.674387527839643,7,17,46,38,39,36,20,0.40964916908571913,Normal
KPR0497,62280,346,2,3,2010-01-04 08:01:00,2011-05-16 17:15:00,1200,0,0,0,0,0,0,5028,56052,229,12.288728323699422,8,17,50,43,43,20,29,0.40960901317819176,Normal
OKC0107,36379,346,1,3,2010-01-04 09:03:00,2011-05-16 18:14:00,692,0,2136,0,0,0,0,3007,32680,206,13.255559526100223,9,18,32,40,16,47,35,0.4092571539559608,Normal
LEM0605,61702,346,1,3,2010-01-04 07:56:00,2011-05-16 17:02:00,692,0,0,0,0,0,0,4958,56052,294,11.999076204985252,7,17,46,50,40,39,26,0.4092351823524651,Normal
JML0909,12011,346,1,3,2010-01-04 09:05:00,2011-05-16 18:12:00,967,0,895,0,0,0,0,1010,10034,171,13.253517608858546,9,18,24,32,39,40,21,0.40914046128220244,Normal
UJC0737,61731,346,1,3,2010-01-04 07:48:00,2011-05-16 16:46:00,692,0,0,0,0,0,0,4987,56052,196,11.964069916249533,7,17,16,12,12,38,25,0.40905170463998836,Normal
HKR0628,62207,346,3,3,2010-01-04 07:47:00,2011-05-16 16:53:00,1157,0,0,0,0,0,0,4998,56052,198,12.014130242577203,7,17,21,16,17,16,25,0.40899660588676134,Normal
BNR0965,4755,346,1,3,2010-01-04 07:05:00,2011-05-16 16:24:00,962,0,0,0,0,0,0,333,3460,185,11.269400630914827,7,16,47,19,15,20,22,0.40897156549866576,Normal
ADD0846,4485,346,1,3,2010-01-04 08:19:00,2011-05-16 19:32:00,692,0,1098,0,0,0,0,333,3460,114,13.54113712374582,8,19,18,19,25,12,35,0.40896020519259624,Normal
VMJ0147,54881,346,1,3,2010-01-04 08:28:00,2011-05-16 18:28:00,692,0,4121,0,0,0,0,4711,49478,191,13.001002168327837,8,18,23,28,37,22,24,0.40895922196703666,Normal
TSM0927,36658,346,1,3,2010-01-04 08:30:00,2011-05-16 19:28:00,692,0,6144,0,0,0,0,3096,32870,224,13.516558459272192,8,19,33,21,10,37,26,0.40891612639467634,Normal
PIS0522,12151,346,3,3,2010-01-04 08:57:00,2011-05-16 16:54:00,1123,0,0,0,0,0,0,994,10034,140,12.54843222780018,8,17,44,26,48,40,35,0.4088980314778435,Normal
CSP0197,44328,346,2,3,2010-01-04 08:12:00,2011-05-16 18:15:00,1208,0,2392,0,0,0,0,3676,39444,230,12.79177946219094,8,18,37,44,17,13,26,0.40889263320965896,Normal
MSZ0310,61755,346,1,3,2010-01-04 07:43:00,2011-05-16 15:50:00,692,0,0,0,0,0,0,5011,56052,357,11.229746579224354,7,16,24,38,18,31,29,0.4088761846882806,Normal
NNA0610,61627,346,1,3,2010-01-04 07:51:00,2011-05-16 16:57:00,692,0,0,0,0,0,0,5045,55890,337,11.957826926509485,7,17,21,35,18,43,26,0.4088174117488395,Normal
