logon_count,logoff_count,off_hours_logons,unique_pcs,device_connects,device_disconnects,unique_device_pcs,file_activity_count,unique_file_pcs,unique_files,sensitive_file_count,email_count,attachment_count,total_email_size,unique_email_pcs,external_email_count,http_request_count,unique_http_urls,off_hours_http,user,day
2,2,1,1,1,1,1,6,1,4,1,15,0,56349.0,1,2,65,35,5,USR0804,2010-01-12
1,2,0,1,0,0,0,2,1,5,0,22,2,200720.0,1,3,110,39,0,USR0804,2010-01-13
1,2,0,1,0,0,0,10,1,7,2,20,1,207048.0,1,1,116,28,5,USR0804,2010-01-14
1,1,0,1,0,0,0,10,1,4,2,12,1,136252.0,1,1,122,17,0,USR0804,2010-01-15
2,1,0,1,1,1,1,8,1,3,1,16,0,151240.0,1,0,38,25,10,USR0804,2010-01-16
1,1,1,1,0,0,0,9,1,3,0,17,1,112277.0,1,3,69,29,10,USR0804,2010-01-17
1,1,0,1,0,0,0,11,1,4,2,11,2,65663.0,1,3,87,6,0,USR0804,2010-01-18
1,2,0,1,1,1,1,9,1,5,1,8,0,139735.0,1,3,99,8,0,USR0804,2010-01-19
1,1,0,1,1,1,1,7,1,4,2,20,1,27193.0,1,2,98,9,0,USR0804,2010-01-20
2,1,1,1,0,0,0,11,1,5,2,9,0,241566.0,1,2,52,13,10,USR0804,2010-01-21
1,1,0,1,0,0,0,5,1,5,2,12,2,163037.0,1,0,93,18,0,USR0804,2010-01-22
2,2,0,1,0,0,0,4,1,1,0,15,2,205676.0,1,2,139,39,10,USR0804,2010-01-23
1,1,0,1,0,0,0,10,1,5,2,13,1,241074.0,1,0,115,29,10,USR0804,2010-01-24
1,1,0,1,0,0,0,9,1,1,0,9,0,245060.0,1,2,128,33,10,USR0804,2010-01-25
2,2,0,1,1,1,1,12,1,5,2,17,0,210673.0,1,1,28,36,5,USR0804,2010-01-26
2,2,0,1,1,1,1,2,1,3,1,18,1,110173.0,1,1,28,29,5,USR0804,2010-01-27
2,1,0,1,0,0,0,9,1,3,2,16,0,227479.0,1,1,98,29,10,USR0804,2010-01-28
2,1,0,1,0,0,0,7,1,7,2,21,0,55583.0,1,3,81,39,5,USR0804,2010-01-29
1,2,0,1,1,1,1,7,1,4,0,12,1,240898.0,1,0,82,9,10,USR0804,2010-01-30
1,1,0,1,0,0,0,5,1,5,1,13,2,117141.0,1,1,63,30,10,USR0804,2010-01-31
2,2,1,1,0,0,0,5,1,2,1,7,1,197580.0,1,2,107,39,0,USR0804,2010-02-01
1,1,0,1,0,0,0,4,1,5,2,7,0,61293.0,1,2,138,18,5,USR0804,2010-02-02
1,2,0,1,0,0,0,3,1,3,1,21,0,16548.0,1,1,42,33,0,USR0805,2010-01-04
2,2,0,1,0,0,0,2,1,6,1,22,1,178758.0,1,2,86,19,0,USR0805,2010-01-05
2,2,0,1,0,0,0,11,1,3,2,14,2,191839.0,1,0,36,29,0,USR0805,2010-01-06
2,2,1,1,0,0,0,10,1,4,2,22,2,158208.0,1,3,68,37,0,USR0805,2010-01-07
2,2,0,1,0,0,0,4,1,4,2,8,2,38701.0,1,0,65,28,0,USR0805,2010-01-08
1,2,0,1,1,1,1,4,1,2,0,15,2,130421.0,1,3,29,15,5,USR0805,2010-01-09
1,1,0,1,0,0,0,10,1,3,1,11,2,34451.0,1,1,101,19,0,USR0805,2010-01-10
2,1,0,1,0,0,0,5,1,6,2,13,0,91752.0,1,3,70,12,5,USR0805,2010-01-11
1,1,0,1,1,1,1,6,1,5,0,7,2,185887.0,1,2,31,22,0,USR0805,2010-01-12
2,1,0,1,1,1,1,2,1,2,1,13,2,204824.0,1,2,133,38,0,USR0805,2010-01-13
2,1,0,1,0,0,0,2,1,6,1,11,0,144869.0,1,3,79,9,0,USR0805,2010-01-14
1,2,1,1,0,0,0,4,1,3,1,7,0,74285.0,1,1,68,19,10,USR0805,2010-01-15
2,1,0,1,1,1,1,3,1,4,1,8,0,35724.0,1,3,115,13,0,USR0805,2010-01-16
2,2,1,1,1,1,1,8,1,3,1,14,0,233171.0,1,0,93,9,0,USR0805,2010-01-17
1,1,0,1,1,1,1,7,1,7,2,11,1,25159.0,1,3,33,35,0,USR0805,2010-01-18
2,2,0,1,0,0,0,8,1,6,1,17,1,85481.0,1,0,24,40,0,USR0805,2010-01-19
1,2,0,1,0,0,0,6,1,3,2,8,1,39462.0,1,3,158,24,10,USR0805,2010-01-20
1,1,0,1,1,1,1,6,1,3,0,16,2,235275.0,1,0,71,6,5,USR0805,2010-01-21
1,1,0,1,1,1,1,6,1,1,0,9,2,184327.0,1,3,21,29,0,USR0805,2010-01-22
2,2,1,1,1,1,1,4,1,6,2,21,0,64844.0,1,1,32,27,5,USR0805,2010-01-23
1,1,0,1,1,1,1,10,1,5,2,12,2,68521.0,1,1,91,31,5,USR0805,2010-01-24
2,1,1,1,0,0,0,7,1,4,0,8,2,127570.0,1,1,35,16,0,USR0805,2010-01-25
1,2,1,1,1,1,1,8,1,5,1,11,2,170756.0,1,2,150,33,10,USR0805,2010-01-26
2,2,0,1,1,1,1,7,1,5,1,16,0,141757.0,1,3,142,39,5,USR0805,2010-01-27
2,2,0,1,1,1,1,1,1,4,0,17,1,202457.0,1,1,68,12,10,USR0805,2010-01-28
1,1,1,1,0,0,0,6,1,5,0,22,2,61190.0,1,3,135,10,5,USR0805,2010-01-29
2,2,0,1,1,1,1,5,1,1,0,12,1,76812.0,1,2,61,17,5,USR0805,2010-01-30
2,2,0,1,0,0,0,3,1,3,0,14,0,177339.0,1,0,125,39,10,USR0805,2010-01-31
2,2,1,1,1,1,1,10,1,5,2,9,1,192077.0,1,1,23,8,0,USR0805,2010-02-01
1,1,0,1,0,0,0,10,1,6,1,10,2,204427.0,1,2,149,39,10,USR0805,2010-02-02
1,2,0,1,0,0,0,6,1,4,0,13,2,219480.0,1,2,84,6,10,USR0806,2010-01-04
1,1,1,1,1,1,1,5,1,5,2,16,1,21437.0,1,2,26,15,0,USR0806,2010-01-05
1,2,0,1,0,0,0,12,1,3,2,13,1,137703.0,1,0,60,14,0,USR0806,2010-01-06
2,2,0,1,0,0,0,9,1,3,2,22,1,15763.0,1,3,96,30,0,USR0806,2010-01-07
1,2,0,1,0,0,0,8,1,3,1,20,1,214685.0,1,0,107,10,0,USR0806,2010-01-08
2,1,0,1,0,0,0,6,1,2,0,22,1,121717.0,1,3,139,6,10,USR0806,2010-01-09
1,2,0,1,0,0,0,2,1,4,1,19,0,165751.0,1,1,136,21,0,USR0806,2010-01-10
1,1,0,1,1,1,1,8,1,4,1,10,0,123415.0,1,0,142,33,0,USR0806,2010-01-11
1,2,0,1,0,0,0,10,1,4,2,21,2,29682.0,1,2,126,19,10,USR0806,2010-01-12
1,2,0,1,1,1,1,3,1,3,2,13,1,72093.0,1,3,144,17,5,USR0806,2010-01-13
1,1,0,1,0,0,0,4,1,5,0,18,0,229331.0,1,1,74,23,0,USR0806,2010-01-14
2,2,0,1,1,1,1,3,1,1,0,21,1,230668.0,1,3,112,27,5,USR0806,2010-01-15
2,1,0,1,0,0,0,5,1,2,0,21,2,97914.0,1,1,34,19,5,USR0806,2010-01-16
1,2,0,1,1,1,1,12,1,7,2,7,0,118002.0,1,2,116,24,0,USR0806,2010-01-17
2,2,0,1,1,1,1,7,1,3,2,16,1,158773.0,1,1,133,26,0,USR0806,2010-01-18
1,1,0,1,0,0,0,5,1,1,0,7,1,192210.0,1,1,35,7,0,USR0806,2010-01-19
2,1,1,1,0,0,0,6,1,4,0,8,0,63392.0,1,2,49,23,10,USR0806,2010-01-20
1,1,0,1,0,0,0,6,1,7,2,9,0,225850.0,1,3,136,5,5,USR0806,2010-01-21
1,1,0,1,0,0,0,12,1,6,2,18,0,155173.0,1,1,44,21,0,USR0806,2010-01-22
1,2,0,1,0,0,0,4,1,6,2,20,0,44719.0,1,0,133,12,10,USR0806,2010-01-23
1,2,0,1,0,0,0,4,1,3,2,9,2,74689.0,1,3,105,10,0,USR0806,2010-01-24
2,2,0,1,0,0,0,2,1,6,1,15,1,198536.0,1,2,101,35,0,USR0806,2010-01-25
1,2,1,1,0,0,0,7,1,4,1,14,1,68085.0,1,3,105,19,0,USR0806,2010-01-26
1,1,1,1,1,1,1,3,1,6,1,14,2,173283.0,1,0,66,17,5,USR0806,2010-01-27
1,1,1,1,0,0,0,3,1,4,1,12,2,189068.0,1,3,58,21,0,USR0806,2010-01-28
2,2,0,1,1,1,1,10,1,3,1,9,1,225595.0,1,0,119,23,10,USR0806,2010-01-29
2,1,0,1,0,0,0,2,1,3,0,6,0,213998.0,1,1,86,26,10,USR0806,2010-01-30
2,1,0,1,0,0,0,9,1,4,0,13,2,99144.0,1,1,114,21,0,USR0806,2010-01-31
1,2,0,1,0,0,0,5,1,3,1,10,1,226150.0,1,3,54,36,10,USR0806,2010-02-01
2,2,0,1,1,1,1,2,1,4,0,15,2,189646.0,1,2,61,28,0,USR0806,2010-02-02
2,2,0,1,0,0,0,10,1,3,0,21,2,111173.0,1,3,81,12,5,USR0807,2010-01-04
2,2,0,1,1,1,1,5,1,6,1,21,0,185386.0,1,1,35,6,0,USR0807,2010-01-05
2,2,0,1,0,0,0,5,1,6,2,19,0,42718.0,1,3,44,16,0,USR0807,2010-01-06
1,1,0,1,0,0,0,1,1,5,0,19,2,173766.0,1,0,39,16,0,USR0807,2010-01-07
1,1,1,1,0,0,0,5,1,2,1,10,2,21385.0,1,3,94,19,5,USR0807,2010-01-08
1,1,0,1,0,0,0,4,1,2,1,21,0,155775.0,1,1,111,21,10,USR0807,2010-01-09
2,1,0,1,0,0,0,7,1,7,2,18,1,184720.0,1,2,38,11,10,USR0807,2010-01-10
1,1,1,1,1,1,1,3,1,3,2,17,0,64578.0,1,1,123,38,0,USR0807,2010-01-11
1,2,0,1,0,0,0,9,1,3,1,10,2,172745.0,1,3,85,10,5,USR0807,2010-01-12
1,1,0,1,1,1,1,6,1,3,2,18,1,162554.0,1,2,63,31,0,USR0807,2010-01-13
2,2,0,1,0,0,0,2,1,3,1,18,1,29550.0,1,1,156,26,10,USR0807,2010-01-14
1,1,0,1,0,0,0,5,1,3,1,6,2,133538.0,1,0,128,6,0,USR0807,2010-01-15
2,2,0,1,0,0,0,5,1,5,2,15,0,32219.0,1,0,117,28,5,USR0807,2010-01-16
1,1,1,1,0,0,0,4,1,4,1,8,0,176750.0,1,3,143,40,0,USR0807,2010-01-17
1,1,0,1,1,1,1,2,1,3,1,9,0,35278.0,1,3,58,30,10,USR0807,2010-01-18
2,2,0,1,0,0,0,5,1,3,2,16,1,65342.0,1,0,89,12,0,USR0807,2010-01-19
1,1,0,1,0,0,0,6,1,3,1,20,2,146276.0,1,0,29,31,0,USR0807,2010-01-20
2,2,1,1,1,1,1,5,1,4,1,21,2,241476.0,1,1,36,33,5,USR0807,2010-01-21
2,1,0,1,0,0,0,3,1,5,2,9,2,76049.0,1,0,153,20,10,USR0807,2010-01-22
2,1,0,1,1,1,1,10,1,6,1,10,1,111815.0,1,1,116,13,5,USR0807,2010-01-23
2,2,0,1,1,1,1,5,1,4,0,10,2,115702.0,1,1,151,25,10,USR0807,2010-01-24
2,1,0,1,1,1,1,7,1,3,1,9,0,185359.0,1,0,114,15,0,USR0807,2010-01-25
1,1,0,1,1,1,1,8,1,5,0,19,1,234228.0,1,1,39,15,10,USR0807,2010-01-26
2,1,0,1,0,0,0,5,1,5,0,18,0,26209.0,1,0,34,40,10,USR0807,2010-01-27
1,2,1,1,1,1,1,8,1,5,0,11,2,200639.0,1,0,149,26,10,USR0807,2010-01-28
2,1,1,1,0,0,0,5,1,6,1,10,1,223529.0,1,1,154,30,10,USR0807,2010-01-29
2,1,0,1,0,0,0,12,1,6,2,12,1,45988.0,1,0,136,35,0,USR0807,2010-01-30
2,1,0,1,0,0,0,3,1,2,1,19,0,184224.0,1,3,139,23,5,USR0807,2010-01-31
1,1,0,1,0,0,0,7,1,3,0,12,2,213420.0,1,1,101,9,0,USR0807,2010-02-01
2,1,0,1,1,1,1,8,1,3,1,8,0,76985.0,1,3,65,36,5,USR0807,2010-02-02
2,1,0,1,1,1,1,8,1,7,2,14,0,193716.0,1,3,44,15,5,USR0808,2010-01-04
1,2,0,1,1,1,1,12,1,5,2,11,0,67911.0,1,0,67,20,5,USR0808,2010-01-05
2,2,0,1,0,0,0,7,1,2,0,19,1,153909.0,1,0,105,35,0,USR0808,2010-01-06
1,1,1,1,1,1,1,7,1,3,0,13,0,196859.0,1,0,149,31,5,USR0808,2010-01-07
2,2,0,1,1,1,1,5,1,3,2,20,1,35831.0,1,3,74,33,5,USR0808,2010-01-08
2,2,0,1,0,0,0,10,1,2,0,18,1,97321.0,1,2,125,29,10,USR0808,2010-01-09
1,2,0,1,1,1,1,2,1,2,0,12,1,191235.0,1,2,135,32,10,USR0808,2010-01-10
1,2,0,1,1,1,1,3,1,2,0,17,0,42467.0,1,1,21,38,0,USR0808,2010-01-11
2,2,1,1,0,0,0,12,1,7,2,17,2,67004.0,1,2,89,34,10,USR0808,2010-01-12
2,1,0,1,0,0,0,10,1,5,2,11,2,203309.0,1,3,37,17,0,USR0808,2010-01-13
1,2,0,1,0,0,0,7,1,5,1,14,1,241610.0,1,0,31,26,0,USR0808,2010-01-14
2,2,1,1,1,1,1,4,1,5,0,16,2,186039.0,1,0,126,34,0,USR0808,2010-01-15
2,1,1,1,0,0,0,5,1,4,0,7,2,43700.0,1,2,137,20,0,USR0808,2010-01-16
2,2,0,1,0,0,0,10,1,3,2,7,0,186627.0,1,2,35,6,5,USR0808,2010-01-17
1,1,0,1,1,1,1,7,1,2,1,12,0,142014.0,1,2,61,19,0,USR0808,2010-01-18
1,1,0,1,0,0,0,2,1,2,0,15,0,72687.0,1,1,73,25,0,USR0808,2010-01-19
1,1,0,1,0,0,0,3,1,4,1,7,1,18651.0,1,2,58,6,0,USR0808,2010-01-20
2,1,0,1,1,1,1,6,1,4,0,16,0,14144.0,1,3,55,22,10,USR0808,2010-01-21
2,1,0,1,0,0,0,7,1,4,1,12,2,107338.0,1,0,62,36,0,USR0808,2010-01-22
2,2,0,1,0,0,0,9,1,3,1,21,2,152172.0,1,1,91,27,0,USR0808,2010-01-23
2,2,0,1,0,0,0,3,1,6,1,19,2,10337.0,1,0,104,15,5,USR0808,2010-01-24
2,2,1,1,0,0,0,11,1,2,1,10,2,206609.0,1,0,88,22,10,USR0808,2010-01-25
1,2,0,1,0,0,0,12,1,6,2,13,1,197552.0,1,2,124,28,10,USR0808,2010-01-26
2,2,0,1,1,1,1,10,1,1,0,12,0,148932.0,1,1,31,25,10,USR0808,2010-01-27
1,2,0,1,1,1,1,5,1,2,1,12,2,31557.0,1,3,21,7,0,USR0808,2010-01-28
2,2,0,1,0,0,0,3,1,1,0,16,1,115481.0,1,3,102,37,0,USR0808,2010-01-29
2,1,0,1,0,0,0,5,1,5,2,20,0,210282.0,1,3,101,36,10,USR0808,2010-01-30
1,2,0,1,0,0,0,2,1,1,0,11,0,94404.0,1,0,57,6,5,USR0808,2010-01-31
1,2,0,1,1,1,1,3,1,4,1,19,1,12239.0,1,2,129,7,5,USR0808,2010-02-01
1,2,1,1,1,1,1,10,1,5,0,18,1,16738.0,1,1,146,10,5,USR0808,2010-02-02
1,1,0,1,1,1,1,6,1,3,0,20,0,205298.0,1,3,62,37,5,USR0809,2010-01-04
2,2,1,1,0,0,0,5,1,5,1,14,0,125300.0,1,1,55,14,5,USR0809,2010-01-05
2,2,0,1,1,1,1,2,1,3,1,11,2,80143.0,1,1,65,32,5,USR0809,2010-01-06
2,2,0,1,1,1,1,8,1,3,2,21,0,206629.0,1,3,138,29,5,USR0809,2010-01-07
2,1,0,1,1,1,1,5,1,4,0,20,0,173509.0,1,0,55,23,0,USR0809,2010-01-08
1,1,0,1,1,1,1,11,1,7,2,21,2,133059.0,1,1,47,27,5,USR0809,2010-01-09
1,2,0,1,0,0,0,10,1,4,2,17,1,153814.0,1,0,145,21,5,USR0809,2010-01-10
2,2,0,1,0,0,0,10,1,6,1,14,1,155895.0,1,1,32,17,10,USR0809,2010-01-11
2,2,0,1,0,0,0,8,1,3,1,14,2,211697.0,1,2,104,15,0,USR0809,2010-01-12
1,2,0,1,0,0,0,3,1,2,0,7,0,230375.0,1,2,142,16,0,USR0809,2010-01-13
1,2,1,1,1,1,1,8,1,5,2,16,0,71868.0,1,2,69,20,0,USR0809,2010-01-14
1,1,0,1,0,0,0,9,1,7,2,8,0,134255.0,1,0,25,11,0,USR0809,2010-01-15
2,1,0,1,1,1,1,5,1,3,1,20,2,34352.0,1,3,26,39,0,USR0809,2010-01-16
2,1,0,1,0,0,0,10,1,5,1,13,0,194172.0,1,0,95,30,5,USR0809,2010-01-17
2,1,1,1,0,0,0,3,1,6,2,18,0,83900.0,1,0,131,14,0,USR0809,2010-01-18
1,1,1,1,1,1,1,7,1,5,0,22,1,78390.0,1,2,59,6,5,USR0809,2010-01-19
1,1,0,1,1,1,1,8,1,4,0,20,1,42113.0,1,3,120,13,10,USR0809,2010-01-20
1,2,0,1,0,0,0,5,1,5,2,21,0,140386.0,1,1,94,6,10,USR0809,2010-01-21
2,2,0,1,0,0,0,6,1,2,0,22,1,71361.0,1,3,30,16,10,USR0809,2010-01-22
2,2,0,1,0,0,0,2,1,2,1,18,2,78356.0,1,0,73,28,0,USR0809,2010-01-23
1,2,0,1,0,0,0,10,1,7,2,17,2,205921.0,1,3,124,12,0,USR0809,2010-01-24
2,1,0,1,0,0,0,6,1,6,1,8,2,111380.0,1,2,95,6,0,USR0809,2010-01-25
2,1,0,1,0,0,0,6,1,4,1,8,1,79325.0,1,1,38,27,5,USR0809,2010-01-26
1,1,0,1,0,0,0,10,1,4,2,18,1,175994.0,1,0,69,12,5,USR0809,2010-01-27
2,2,0,1,0,0,0,7,1,2,0,16,1,76295.0,1,2,85,21,10,USR0809,2010-01-28
2,1,0,1,0,0,0,5,1,4,1,8,0,144389.0,1,3,144,5,0,USR0809,2010-01-29
2,1,1,1,0,0,0,8,1,3,2,9,0,180346.0,1,1,90,29,0,USR0809,2010-01-30
1,1,1,1,1,1,1,12,1,6,2,11,1,51051.0,1,1,140,26,0,USR0809,2010-01-31
1,1,1,1,0,0,0,2,1,4,0,15,2,45834.0,1,2,39,29,5,USR0809,2010-02-01
1,1,0,1,0,0,0,11,1,6,1,21,2,171488.0,1,3,33,11,5,USR0809,2010-02-02
2,2,0,1,1,1,1,5,1,5,2,6,1,151113.0,1,0,95,40,5,USR0810,2010-01-04
1,1,0,1,0,0,0,7,1,1,0,18,0,162468.0,1,1,39,39,0,USR0810,2010-01-05
2,1,0,1,1,1,1,4,1,4,2,8,2,138843.0,1,2,103,36,5,USR0810,2010-01-06
2,2,0,1,1,1,1,8,1,6,2,18,1,94703.0,1,3,66,25,5,USR0810,2010-01-07
1,2,0,1,0,0,0,2,1,3,1,10,2,85741.0,1,3,134,20,0,USR0810,2010-01-08
2,2,1,1,0,0,0,5,1,5,1,8,1,172890.0,1,2,56,30,0,USR0810,2010-01-09
1,1,0,1,1,1,1,7,1,4,2,20,1,193078.0,1,0,68,24,5,USR0810,2010-01-10
1,2,1,1,0,0,0,11,1,3,2,20,1,218115.0,1,2,58,39,5,USR0810,2010-01-11
1,2,1,1,1,1,1,4,1,3,0,19,0,11936.0,1,2,138,27,0,USR0810,2010-01-12
2,1,1,1,0,0,0,12,1,6,2,12,2,83519.0,1,0,141,40,10,USR0810,2010-01-13
1,2,0,1,1,1,1,4,1,5,0,6,2,93491.0,1,1,59,29,10,USR0810,2010-01-14
2,2,0,1,0,0,0,8,1,7,2,9,0,193334.0,1,0,69,20,5,USR0810,2010-01-15
1,1,0,1,1,1,1,5,1,5,1,6,1,23798.0,1,0,114,9,5,USR0810,2010-01-16
2,1,0,1,1,1,1,5,1,3,0,16,1,37601.0,1,1,121,22,5,USR0810,2010-01-17
2,2,0,1,0,0,0,10,1,2,1,17,1,31085.0,1,0,51,6,5,USR0810,2010-01-18
1,2,1,1,0,0,0,9,1,3,0,18,2,46795.0,1,0,90,37,0,USR0810,2010-01-19
2,1,0,1,0,0,0,6,1,5,2,15,0,44346.0,1,0,111,12,5,USR0810,2010-01-20
2,2,1,1,1,1,1,12,1,3,2,7,1,72753.0,1,0,53,25,10,USR0810,2010-01-21
2,2,0,1,1,1,1,10,1,3,0,7,0,32536.0,1,1,121,17,0,USR0810,2010-01-22
1,1,0,1,0,0,0,3,1,4,2,9,2,154570.0,1,2,72,24,5,USR0810,2010-01-23
2,2,1,1,1,1,1,5,1,1,0,20,2,17379.0,1,0,114,38,5,USR0810,2010-01-24
2,1,0,1,1,1,1,2,1,4,1,7,1,207014.0,1,0,119,16,0,USR0810,2010-01-25
2,2,0,1,0,0,0,5,1,3,1,6,1,33467.0,1,1,148,37,0,USR0810,2010-01-26
1,1,0,1,0,0,0,4,1,6,2,9,0,30860.0,1,3,73,37,0,USR0810,2010-01-27
1,1,1,1,0,0,0,9,1,3,0,11,1,217358.0,1,2,150,21,0,USR0810,2010-01-28
2,2,1,1,0,0,0,5,1,6,1,17,1,191621.0,1,1,112,15,0,USR0810,2010-01-29
2,1,1,1,1,1,1,12,1,6,2,19,1,48595.0,1,3,127,17,0,USR0810,2010-01-30
2,2,1,1,0,0,0,9,1,4,1,16,0,32638.0,1,1,150,21,0,USR0810,2010-01-31
2,1,0,1,0,0,0,7,1,7,2,5,0,216226.0,1,0,109,29,0,USR0810,2010-02-01
1,1,0,1,0,0,0,6,1,4,1,6,0,220374.0,1,1,141,30,0,USR0810,2010-02-02
1,2,0,1,1,1,1,12,1,4,2,13,0,78743.0,1,2,146,34,0,USR0811,2010-01-04
2,2,0,1,1,1,1,9,1,2,1,11,0,186722.0,1,2,80,29,10,USR0811,2010-01-05
1,2,0,1,1,1,1,11,1,6,1,11,2,216684.0,1,2,62,39,0,USR0811,2010-01-06
2,2,0,1,1,1,1,2,1,1,0,17,0,161386.0,1,0,154,19,10,USR0811,2010-01-07
2,2,0,1,1,1,1,3,1,6,1,5,0,107654.0,1,0,104,10,0,USR0811,2010-01-08
1,1,0,1,1,1,1,3,1,3,1,23,2,177635.0,1,3,116,20,0,USR0811,2010-01-09
2,2,0,1,0,0,0,7,1,4,1,19,1,88872.0,1,0,98,21,0,USR0811,2010-01-10
2,1,0,1,1,1,1,8,1,3,1,11,1,149679.0,1,2,77,19,5,USR0811,2010-01-11
2,1,0,1,0,0,0,10,1,5,0,19,2,217244.0,1,0,122,10,5,USR0811,2010-01-12
1,1,0,1,0,0,0,2,1,4,1,12,0,135220.0,1,1,145,30,5,USR0811,2010-01-13
2,2,0,1,1,1,1,6,1,7,2,19,1,164831.0,1,0,109,9,0,USR0811,2010-01-14
1,1,0,1,1,1,1,10,1,4,0,9,2,46812.0,1,0,122,9,10,USR0811,2010-01-15
2,2,1,1,0,0,0,9,1,5,0,18,2,144083.0,1,2,83,29,10,USR0811,2010-01-16
1,2,0,1,0,0,0,11,1,4,1,16,0,46019.0,1,0,87,9,5,USR0811,2010-01-17
2,2,0,1,1,1,1,2,1,1,0,20,2,18935.0,1,1,96,23,5,USR0811,2010-01-18
1,1,0,1,0,0,0,3,1,4,1,14,1,62493.0,1,2,63,20,0,USR0811,2010-01-19
1,2,1,1,1,1,1,5,1,4,1,13,1,175203.0,1,2,104,19,0,USR0811,2010-01-20
1,1,0,1,1,1,1,11,1,2,1,15,0,66890.0,1,3,133,23,10,USR0811,2010-01-21
1,1,0,1,0,0,0,5,1,3,1,7,2,104173.0,1,0,94,22,0,USR0811,2010-01-22
1,2,0,1,1,1,1,10,1,3,0,17,2,235866.0,1,3,67,31,0,USR0811,2010-01-23
1,1,0,1,0,0,0,3,1,2,1,8,0,180402.0,1,1,95,35,0,USR0811,2010-01-24
2,2,0,1,0,0,0,6,1,4,1,10,0,110260.0,1,3,115,35,0,USR0811,2010-01-25
2,2,0,1,1,1,1,11,1,4,1,15,0,149069.0,1,3,125,7,10,USR0811,2010-01-26
2,1,1,1,0,0,0,2,1,3,1,8,1,27265.0,1,2,101,31,10,USR0811,2010-01-27
1,2,0,1,0,0,0,4,1,2,0,11,0,161506.0,1,1,113,10,0,USR0811,2010-01-28
1,1,0,1,0,0,0,6,1,6,1,23,0,162008.0,1,3,39,30,5,USR0811,2010-01-29
2,2,0,1,0,0,0,10,1,6,2,7,1,68422.0,1,0,86,19,0,USR0811,2010-01-30
2,2,1,1,1,1,1,11,1,6,2,10,1,188425.0,1,3,104,31,0,USR0811,2010-01-31
2,1,1,1,0,0,0,4,1,3,2,14,0,114680.0,1,2,103,39,0,USR0811,2010-02-01
1,2,0,1,1,1,1,6,1,6,2,11,1,27892.0,1,3,80,30,0,USR0811,2010-02-02
1,1,0,1,0,0,0,4,1,7,2,22,0,178829.0,1,2,67,14,5,USR0812,2010-01-04
1,1,1,1,1,1,1,12,1,4,2,22,0,104382.0,1,3,59,20,0,USR0812,2010-01-05
2,1,1,1,1,1,1,9,1,3,1,8,1,82372.0,1,0,31,14,0,USR0812,2010-01-06
1,2,1,1,0,0,0,5,1,6,2,8,1,111678.0,1,3,61,21,10,USR0812,2010-01-07
1,2,1,1,0,0,0,8,1,2,1,7,1,158112.0,1,0,117,27,0,USR0812,2010-01-08
2,2,0,1,0,0,0,7,1,6,2,10,2,83322.0,1,3,151,8,5,USR0812,2010-01-09
2,1,0,1,0,0,0,7,1,2,0,19,2,133677.0,1,0,140,18,5,USR0812,2010-01-10
1,1,0,1,1,1,1,8,1,3,2,14,2,206231.0,1,0,44,23,0,USR0812,2010-01-11
2,1,0,1,1,1,1,6,1,6,1,17,0,30295.0,1,0,145,31,10,USR0812,2010-01-12
1,2,0,1,1,1,1,9,1,5,0,20,0,52931.0,1,3,147,40,0,USR0812,2010-01-13
1,1,1,1,0,0,0,5,1,6,2,12,2,177984.0,1,0,119,9,0,USR0812,2010-01-14
2,2,1,1,1,1,1,3,1,4,1,11,0,21965.0,1,1,149,34,0,USR0812,2010-01-15
1,2,0,1,1,1,1,12,1,5,2,18,0,13048.0,1,1,143,15,0,USR0812,2010-01-16
1,2,0,1,0,0,0,5,1,4,0,18,2,89938.0,1,2,120,12,0,USR0812,2010-01-17
2,2,0,1,1,1,1,4,1,4,0,8,0,155303.0,1,3,20,23,0,USR0812,2010-01-18
2,2,1,1,0,0,0,7,1,5,2,16,1,210917.0,1,2,67,23,0,USR0812,2010-01-19
2,1,0,1,0,0,0,1,1,4,0,23,2,98307.0,1,3,123,14,10,USR0812,2010-01-20
1,1,0,1,0,0,0,3,1,6,1,14,1,167712.0,1,1,140,35,0,USR0812,2010-01-21
2,1,0,1,0,0,0,9,1,3,2,15,1,184332.0,1,0,63,38,5,USR0812,2010-01-22
1,2,0,1,0,0,0,7,1,6,2,10,1,166420.0,1,2,131,12,5,USR0812,2010-01-23
1,1,0,1,0,0,0,8,1,5,0,21,0,186515.0,1,1,116,27,0,USR0812,2010-01-24
2,1,0,1,0,0,0,5,1,6,2,17,0,78260.0,1,0,26,14,0,USR0812,2010-01-25
1,1,0,1,0,0,0,3,1,5,0,10,2,12886.0,1,0,134,12,0,USR0812,2010-01-26
1,2,0,1,0,0,0,3,1,5,1,6,0,120505.0,1,0,106,21,10,USR0812,2010-01-27
1,1,1,1,0,0,0,5,1,4,1,21,0,52000.0,1,3,111,14,0,USR0812,2010-01-28
1,1,0,1,1,1,1,3,1,3,2,12,2,128245.0,1,0,107,26,10,USR0812,2010-01-29
2,1,1,1,1,1,1,4,1,4,2,6,0,45240.0,1,1,99,35,5,USR0812,2010-01-30
2,1,0,1,0,0,0,9,1,2,0,17,0,27820.0,1,0,106,24,0,USR0812,2010-01-31
1,2,1,1,0,0,0,6,1,5,1,14,2,132876.0,1,2,146,38,0,USR0812,2010-02-01
